"","row_id","SITE","REGION","REGION_SUB","YEAR","DATE","SI_LATI","SI_LONG","DEPTH","HABITAT","REEF_ZONE","OCEAN","coral_cover","SI_LONG_360","JURISDICTION","c_sst_mean","c_sst_sd","human_pop50_log","kd490_cv","kd490_mean","kd490_sd","land_area50_log","nAll_30yr","npp_cv","npp_mean","npp_sd","sst_cv","sst_mean","sst_sd","wave_cv","wave_mean","wave_sd","long_bin_0.5","lat_bin_0.5","long_bin_2.5","lat_bin_2.5","admin","my_cell","cell_0.5","cell_2.5","region_n","region_edit_notes"
"1848",1848,"FLK-89","Keys_upper","Upper Keys",2014,"7/23/14",25.17691667,-80.26536667,4.267199863,"CONT_LR","Not available","CARIB",3,279.7346333,"FLORIDA",26.57,2.36,12.81943771,0.294610372,0.1242832,0.03661512,7.441515683,1,0.196695325,856.0203049,168.3751923,0.094344706,26.51936,2.501961231,0.39844791,0.9737267,0.387979368,-80.2625,25.17916667,-80.27083333,25.1875,NA,"-80.2708333333333_25.1875","-80.262_25.179","-80.271_25.188",1,NA
"1849",1849,"FLK-89","Keys_upper","Upper Keys",2014,"7/23/14",25.17691667,-80.26536667,4.724399849,"CONT_LR","Not available","CARIB",6,279.7346333,"FLORIDA",26.57,2.36,12.81943771,0.294610372,0.1242832,0.03661512,7.441515683,1,0.196695325,856.0203049,168.3751923,0.094344706,26.51936,2.501961231,0.39844791,0.9737267,0.387979368,-80.2625,25.17916667,-80.27083333,25.1875,NA,"-80.2708333333333_25.1875","-80.262_25.179","-80.271_25.188",1,NA
"1850",1850,"FLK-9","Keys_upper","Upper Keys",2014,"6/10/14",25.00851667,-80.37728333,5.181599834,"SPGR_HR","Not available","CARIB",9,279.6227167,"FLORIDA",26.58,2.37,11.14562282,0.263669816,0.09167208,0.024171161,7.205408954,1,0.199497893,951.9729093,189.9165894,0.089798125,26.60476,2.389057555,0.411220005,1.095792696,0.450611878,-80.37916667,25.0125,-80.39583333,25.02083333,NA,"-80.3958333333333_25.0208333333333","-80.379_25.012","-80.396_25.021",1,NA
"1851",1851,"FLK-9","Keys_upper","Upper Keys",2014,"6/10/14",25.00851667,-80.37728333,6.2483998,"SPGR_LR","Not available","CARIB",12,279.6227167,"FLORIDA",26.58,2.37,11.14562282,0.263669816,0.09167208,0.024171161,7.205408954,1,0.199497893,951.9729093,189.9165894,0.089798125,26.60476,2.389057555,0.411220005,1.095792696,0.450611878,-80.37916667,25.0125,-80.39583333,25.02083333,NA,"-80.3958333333333_25.0208333333333","-80.379_25.012","-80.396_25.021",1,NA
"1852",1852,"FLK-90","Keys_upper","Upper Keys",2014,"7/23/14",25.20425,-80.3271,2.285999927,"ISOL_LR","Not available","CARIB",3,279.6729,"FLORIDA",26.24,2.65,12.9189048,0.185943347,0.1828971,0.034008499,7.677514409,1,0.196275902,872.9557624,171.3401793,0.111850551,26.40933,2.953898103,0.302063958,0.175541041,0.053024622,-80.32916667,25.20416667,-80.3125,25.1875,NA,"-80.3125_25.1875","-80.329_25.204","-80.312_25.188",1,NA
"1853",1853,"FLK-91","Keys_upper","Upper Keys",2014,"7/24/14",25.04431667,-80.36668333,4.267199863,"ISOL_MR","Not available","CARIB",18,279.6333167,"FLORIDA",26.54,2.4,11.14562282,0.256758685,0.138818,0.035642727,7.205408954,1,0.199497893,951.9729093,189.9165894,0.098470168,26.50789,2.610236388,0.411220005,1.095792696,0.450611878,-80.37083333,25.04583333,-80.35416667,25.0625,NA,"-80.3541666666667_25.0625","-80.371_25.046","-80.354_25.062",1,NA
"1854",1854,"FLK-91","Keys_upper","Upper Keys",2014,"7/24/14",25.04431667,-80.36668333,5.029199839,"ISOL_MR","Not available","CARIB",7,279.6333167,"FLORIDA",26.54,2.4,11.14562282,0.256758685,0.138818,0.035642727,7.205408954,1,0.199497893,951.9729093,189.9165894,0.098470168,26.50789,2.610236388,0.411220005,1.095792696,0.450611878,-80.37083333,25.04583333,-80.35416667,25.0625,NA,"-80.3541666666667_25.0625","-80.371_25.046","-80.354_25.062",1,NA
"1855",1855,"FLK-92","Keys_upper","Upper Keys",2014,"7/24/14",25.04,-80.37776667,3.809999878,"ISOL_MR","Not available","CARIB",5,279.6222333,"FLORIDA",26.54,2.4,11.14562282,0.263669816,0.09167208,0.024171161,7.205408954,1,0.199497893,951.9729093,189.9165894,0.089798125,26.60476,2.389057555,0.411220005,1.095792696,0.450611878,-80.37916667,25.0375,-80.39583333,25.02083333,NA,"-80.3958333333333_25.0208333333333","-80.379_25.038","-80.396_25.021",1,NA
"1856",1856,"FLK-92","Keys_upper","Upper Keys",2014,"7/24/14",25.04,-80.37776667,4.876799844,"ISOL_MR","Not available","CARIB",6,279.6222333,"FLORIDA",26.54,2.4,11.14562282,0.263669816,0.09167208,0.024171161,7.205408954,1,0.199497893,951.9729093,189.9165894,0.089798125,26.60476,2.389057555,0.411220005,1.095792696,0.450611878,-80.37916667,25.0375,-80.39583333,25.02083333,NA,"-80.3958333333333_25.0208333333333","-80.379_25.038","-80.396_25.021",1,NA
"1857",1857,"FLK-93","Keys_upper","Upper Keys",2014,"7/24/14",25.02655,-80.40328333,3.505199888,"ISOL_LR","Not available","CARIB",6,279.5967167,"FLORIDA",26.58,2.37,11.14562282,0.263669816,0.09167208,0.024171161,7.205408954,1,0.199497893,951.9729093,189.9165894,0.089798125,26.60476,2.389057555,0.411220005,1.095792696,0.450611878,-80.40416667,25.02916667,-80.39583333,25.02083333,NA,"-80.3958333333333_25.0208333333333","-80.404_25.029","-80.396_25.021",1,NA
"1858",1858,"FLK-93","Keys_upper","Upper Keys",2014,"7/24/14",25.02655,-80.40328333,3.962399873,"ISOL_LR","Not available","CARIB",9,279.5967167,"FLORIDA",26.58,2.37,11.14562282,0.263669816,0.09167208,0.024171161,7.205408954,1,0.199497893,951.9729093,189.9165894,0.089798125,26.60476,2.389057555,0.411220005,1.095792696,0.450611878,-80.40416667,25.02916667,-80.39583333,25.02083333,NA,"-80.3958333333333_25.0208333333333","-80.404_25.029","-80.396_25.021",1,NA
"1859",1859,"FLK-94","Keys_lower","Lower Keys",2014,"8/4/14",24.4537,-81.87398333,4.419599859,"SPGR_LR","Not available","CARIB",2,278.1260167,"FLORIDA",26.55,2.61,10.44677069,0.197378919,0.05244492,0.010351522,5.047214119,0,0.200471122,875.5695048,175.5264012,0.091633994,26.58084,2.435708521,0.417486002,1.545866618,0.645377674,-81.87083333,24.45416667,-81.85416667,24.4375,NA,"-81.8541666666667_24.4375","-81.871_24.454","-81.854_24.438",1,NA
"1860",1860,"FLK-94","Keys_lower","Lower Keys",2014,"8/4/14",24.4537,-81.87398333,4.876799844,"SPGR_LR","Not available","CARIB",0,278.1260167,"FLORIDA",26.55,2.61,10.44677069,0.197378919,0.05244492,0.010351522,5.047214119,0,0.200471122,875.5695048,175.5264012,0.091633994,26.58084,2.435708521,0.417486002,1.545866618,0.645377674,-81.87083333,24.45416667,-81.85416667,24.4375,NA,"-81.8541666666667_24.4375","-81.871_24.454","-81.854_24.438",1,NA
"1861",1861,"FLK-95","Keys_lower","Lower Keys",2014,"8/4/14",24.45235,-81.87653333,5.181599834,"SPGR_LR","Not available","CARIB",7,278.1234667,"FLORIDA",26.57,2.48,10.44677069,0.202607901,0.05644333,0.011435865,5.047214119,0,0.200471122,875.5695048,175.5264012,0.092078596,26.57556,2.447040253,0.417486002,1.545866618,0.645377674,-81.87916667,24.45416667,-81.89583333,24.4375,NA,"-81.8958333333333_24.4375","-81.879_24.454","-81.896_24.438",1,NA
"1862",1862,"FLK-96","Keys_lower","Lower Keys",2014,"8/4/14",24.4521,-81.87341667,10.82039965,"SPGR_LR","Not available","CARIB",3,278.1265833,"FLORIDA",26.57,2.48,10.44677069,0.197378919,0.05244492,0.010351522,5.047214119,0,0.200471122,875.5695048,175.5264012,0.091633994,26.58084,2.435708521,0.417486002,1.545866618,0.645377674,-81.87083333,24.45416667,-81.85416667,24.4375,NA,"-81.8541666666667_24.4375","-81.871_24.454","-81.854_24.438",1,NA
"1863",1863,"FLK-96","Keys_lower","Lower Keys",2014,"8/4/14",24.4521,-81.87341667,11.12519964,"SPGR_LR","Not available","CARIB",2,278.1265833,"FLORIDA",26.57,2.48,10.44677069,0.197378919,0.05244492,0.010351522,5.047214119,0,0.200471122,875.5695048,175.5264012,0.091633994,26.58084,2.435708521,0.417486002,1.545866618,0.645377674,-81.87083333,24.45416667,-81.85416667,24.4375,NA,"-81.8541666666667_24.4375","-81.871_24.454","-81.854_24.438",1,NA
"1864",1864,"FLK-97","Keys_lower","Lower Keys",2014,"8/4/14",24.45521667,-81.87708333,2.590799917,"RUBB_LR","Not available","CARIB",1,278.1229167,"FLORIDA",26.55,2.61,10.44677069,0.202607901,0.05644333,0.011435865,5.047214119,0,0.200471122,875.5695048,175.5264012,0.092078596,26.57556,2.447040253,0.417486002,1.545866618,0.645377674,-81.87916667,24.45416667,-81.89583333,24.4375,NA,"-81.8958333333333_24.4375","-81.879_24.454","-81.896_24.438",1,NA
"1865",1865,"FLK-97","Keys_lower","Lower Keys",2014,"8/4/14",24.45521667,-81.87708333,2.743199912,"RUBB_LR","Not available","CARIB",0,278.1229167,"FLORIDA",26.55,2.61,10.44677069,0.202607901,0.05644333,0.011435865,5.047214119,0,0.200471122,875.5695048,175.5264012,0.092078596,26.57556,2.447040253,0.417486002,1.545866618,0.645377674,-81.87916667,24.45416667,-81.89583333,24.4375,NA,"-81.8958333333333_24.4375","-81.879_24.454","-81.896_24.438",1,NA
"1866",1866,"FLK-98","Keys_lower","Lower Keys",2014,"8/5/14",24.4512,-81.88125,10.51559966,"SPGR_LR","Not available","CARIB",2,278.11875,"FLORIDA",26.57,2.48,10.44677069,0.202607901,0.05644333,0.011435865,5.047214119,0,0.200471122,875.5695048,175.5264012,0.092078596,26.57556,2.447040253,0.417486002,1.545866618,0.645377674,-81.87916667,24.45416667,-81.89583333,24.4375,NA,"-81.8958333333333_24.4375","-81.879_24.454","-81.896_24.438",1,NA
"1867",1867,"FLK-98","Keys_lower","Lower Keys",2014,"8/5/14",24.4512,-81.88125,10.97279965,"SPGR_LR","Not available","CARIB",5,278.11875,"FLORIDA",26.57,2.48,10.44677069,0.202607901,0.05644333,0.011435865,5.047214119,0,0.200471122,875.5695048,175.5264012,0.092078596,26.57556,2.447040253,0.417486002,1.545866618,0.645377674,-81.87916667,24.45416667,-81.89583333,24.4375,NA,"-81.8958333333333_24.4375","-81.879_24.454","-81.896_24.438",1,NA
"1868",1868,"FLK-99","Keys_lower","Lower Keys",2014,"8/5/14",24.45663333,-81.8785,2.743199912,"RUBB_LR","Not available","CARIB",0,278.1215,"FLORIDA",26.55,2.61,10.44677069,0.202607901,0.05644333,0.011435865,5.047214119,0,0.200471122,875.5695048,175.5264012,0.092078596,26.57556,2.447040253,0.417486002,1.545866618,0.645377674,-81.87916667,24.45416667,-81.89583333,24.4375,NA,"-81.8958333333333_24.4375","-81.879_24.454","-81.896_24.438",1,NA
"1869",1869,"FLK-99","Keys_lower","Lower Keys",2014,"8/5/14",24.45663333,-81.8785,3.047999902,"RUBB_LR","Not available","CARIB",0,278.1215,"FLORIDA",26.55,2.61,10.44677069,0.202607901,0.05644333,0.011435865,5.047214119,0,0.200471122,875.5695048,175.5264012,0.092078596,26.57556,2.447040253,0.417486002,1.545866618,0.645377674,-81.87916667,24.45416667,-81.89583333,24.4375,NA,"-81.8958333333333_24.4375","-81.879_24.454","-81.896_24.438",1,NA
"1870",1870,"SEFCRI-1","SEFCRI","Broward-Miami",2014,"9/11/14",26.22176667,-80.07598333,18.28799941,"LIRM","Not available","CARIB",1,279.9240167,"FLORIDA",26.56,2.13,15.14752559,0.975796203,0.05258971,0.051316839,8.282971166,1,0.199692623,809.0862955,161.5685647,0.084184398,26.4712,2.228462026,0.533091388,2.695450172,1.436921275,-80.07916667,26.22083333,-80.0625,26.22916667,NA,"-80.0625_26.2291666666667","-80.079_26.221","-80.062_26.229",1,NA
"1871",1871,"SEFCRI-10","SEFCRI","Broward-Miami",2014,"9/16/14",26.10958333,-80.08976667,13.25879958,"LIRM","Not available","CARIB",0,279.9102333,"FLORIDA",26.5,2.16,15.22071008,0.983181327,0.1027729,0.101044396,8.224679348,1,0.183742238,937.2879419,172.2193844,0.085285191,26.45154,2.255924644,0.530115685,2.78781713,1.477865587,-80.0875,26.1125,-80.10416667,26.10416667,NA,"-80.1041666666667_26.1041666666667","-80.088_26.113","-80.104_26.104",1,NA
"1872",1872,"SEFCRI-10","SEFCRI","Broward-Miami",2014,"9/16/14",26.10958333,-80.08976667,13.56359957,"LIRM","Not available","CARIB",1,279.9102333,"FLORIDA",26.5,2.16,15.22071008,0.983181327,0.1027729,0.101044396,8.224679348,1,0.183742238,937.2879419,172.2193844,0.085285191,26.45154,2.255924644,0.530115685,2.78781713,1.477865587,-80.0875,26.1125,-80.10416667,26.10416667,NA,"-80.1041666666667_26.1041666666667","-80.088_26.113","-80.104_26.104",1,NA
"1873",1873,"SEFCRI-100","SEFCRI","Broward-Miami",2016,"9/27/16",25.99411667,-80.08916667,21.03119933,"LIRO","Not available","CARIB",2,279.9108333,"FLORIDA",26.5,2.14,15.27204318,0.775624919,0.07679038,0.059560532,8.1345053,1,0.202770084,910.6128189,184.6450379,0.085071807,26.43286,2.248691175,0.549978847,3.13167496,1.722354985,-80.0875,25.99583333,-80.10416667,25.97916667,NA,"-80.1041666666667_25.9791666666667","-80.088_25.996","-80.104_25.979",1,NA
"1874",1874,"SEFCRI-101","SEFCRI","Broward-Miami",2016,"9/27/16",25.98675,-80.09298333,17.06879945,"LIRM","Not available","CARIB",2,279.9070167,"FLORIDA",26.51,2.13,15.27204318,0.775624919,0.07679038,0.059560532,8.1345053,1,0.202770084,910.6128189,184.6450379,0.085071807,26.43286,2.248691175,0.549978847,3.13167496,1.722354985,-80.09583333,25.9875,-80.10416667,25.97916667,NA,"-80.1041666666667_25.9791666666667","-80.096_25.988","-80.104_25.979",1,NA
"1875",1875,"SEFCRI-102","SEFCRI","Broward-Miami",2016,"9/27/16",25.96068333,-80.1022,9.601199693,"LIRI","Not available","CARIB",3,279.8978,"FLORIDA",26.51,2.13,15.28520928,0.775624919,0.07679038,0.059560532,8.101164403,1,0.205201559,926.1958099,190.056824,0.085071807,26.43286,2.248691175,0.552802543,3.16820993,1.751394506,-80.10416667,25.9625,-80.10416667,25.97916667,NA,"-80.1041666666667_25.9791666666667","-80.104_25.962","-80.104_25.979",1,NA
"1876",1876,"SEFCRI-103","SEFCRI","Broward-Miami",2016,"9/27/16",25.99623,-80.10095,11.12519964,"LIRI","Not available","CARIB",1,279.89905,"FLORIDA",26.5,2.14,15.27204318,0.775624919,0.07679038,0.059560532,8.1345053,1,0.202770084,910.6128189,184.6450379,0.085071807,26.43286,2.248691175,0.549978847,3.13167496,1.722354985,-80.10416667,25.99583333,-80.10416667,25.97916667,NA,"-80.1041666666667_25.9791666666667","-80.104_25.996","-80.104_25.979",1,NA
"1877",1877,"SEFCRI-104","SEFCRI","Broward-Miami",2016,"9/27/16",25.92596667,-80.10536667,9.601199693,"RGSH","Not available","CARIB",0,279.8946333,"FLORIDA",26.53,2.15,15.28520928,0.723586315,0.0658292,0.047633108,8.101164403,1,0.205201559,926.1958099,190.056824,0.085779664,26.45445,2.269253842,0.552802543,3.16820993,1.751394506,-80.10416667,25.92916667,-80.10416667,25.9375,NA,"-80.1041666666667_25.9375","-80.104_25.929","-80.104_25.938",1,NA
"1878",1878,"SEFCRI-105","SEFCRI","Broward-Miami",2016,"9/28/16",26.19573333,-80.07925,13.86839956,"LIRM","Not available","CARIB",1,279.92075,"FLORIDA",26.58,2.13,15.18340263,0.856259935,0.04856969,0.04158828,8.267820961,1,0.193518354,827.6302317,160.1616403,0.082983687,26.52628,2.201248509,0.529749661,2.746791089,1.455111648,-80.07916667,26.19583333,-80.0625,26.1875,NA,"-80.0625_26.1875","-80.079_26.196","-80.062_26.188",1,NA
"1879",1879,"SEFCRI-106","SEFCRI","Broward-Miami",2016,"9/28/16",26.23311667,-80.0742,16.91639946,"LIRM","Not available","CARIB",1,279.9258,"FLORIDA",26.56,2.13,15.14752559,0.975796203,0.05258971,0.051316839,8.282971166,1,0.199692623,809.0862955,161.5685647,0.084184398,26.4712,2.228462026,0.533091388,2.695450172,1.436921275,-80.07083333,26.22916667,-80.0625,26.22916667,NA,"-80.0625_26.2291666666667","-80.071_26.229","-80.062_26.229",1,NA
"1880",1880,"SEFCRI-107","SEFCRI","Broward-Miami",2016,"9/28/16",26.23083333,-80.06935,15.5447995,"PTCH","Not available","CARIB",4,279.93065,"FLORIDA",26.56,2.13,15.11380533,0.975796203,0.05258971,0.051316839,8.173115328,1,0.199692623,809.0862955,161.5685647,0.084184398,26.4712,2.228462026,0.544810772,3.02560011,1.648379531,-80.07083333,26.22916667,-80.0625,26.22916667,NA,"-80.0625_26.2291666666667","-80.071_26.229","-80.062_26.229",1,NA
"1881",1881,"SEFCRI-108","SEFCRI","Broward-Miami",2016,"9/28/16",26.21775,-80.08175,7.162799771,"LIRI","Not available","CARIB",0,279.91825,"FLORIDA",26.56,2.13,15.14752559,0.975796203,0.05258971,0.051316839,8.282971166,1,0.199692623,809.0862955,161.5685647,0.084184398,26.4712,2.228462026,0.533091388,2.695450172,1.436921275,-80.07916667,26.22083333,-80.0625,26.22916667,NA,"-80.0625_26.2291666666667","-80.079_26.221","-80.062_26.229",1,NA
"1882",1882,"SEFCRI-109","SEFCRI","Broward-Miami",2016,"9/28/16",26.21538333,-80.08393333,6.857999781,"RGSH","Not available","CARIB",10,279.9160667,"FLORIDA",26.56,2.13,15.14752559,0.966649947,0.1461782,0.141303149,8.282971166,1,0.199692623,809.0862955,161.5685647,0.089044316,26.03235,2.318032787,0.533091388,2.695450172,1.436921275,-80.0875,26.2125,-80.10416667,26.22916667,NA,"-80.1041666666667_26.2291666666667","-80.088_26.212","-80.104_26.229",1,NA
"1883",1883,"SEFCRI-11","SEFCRI","Broward-Miami",2014,"9/16/14",26.10408333,-80.08978333,14.47799954,"LIRM","Not available","CARIB",0,279.9102167,"FLORIDA",26.5,2.16,15.22071008,0.983181327,0.1027729,0.101044396,8.224679348,1,0.183742238,937.2879419,172.2193844,0.085285191,26.45154,2.255924644,0.530115685,2.78781713,1.477865587,-80.0875,26.10416667,-80.10416667,26.10416667,NA,"-80.1041666666667_26.1041666666667","-80.088_26.104","-80.104_26.104",1,NA
"1884",1884,"SEFCRI-11","SEFCRI","Broward-Miami",2014,"9/16/14",26.10408333,-80.08978333,14.63039953,"LIRM","Not available","CARIB",0,279.9102167,"FLORIDA",26.5,2.16,15.22071008,0.983181327,0.1027729,0.101044396,8.224679348,1,0.183742238,937.2879419,172.2193844,0.085285191,26.45154,2.255924644,0.530115685,2.78781713,1.477865587,-80.0875,26.10416667,-80.10416667,26.10416667,NA,"-80.1041666666667_26.1041666666667","-80.088_26.104","-80.104_26.104",1,NA
"1885",1885,"SEFCRI-110","SEFCRI","Broward-Miami",2016,"9/28/16",26.20328333,-80.08675,4.876799844,"RGSH","Not available","CARIB",0,279.91325,"FLORIDA",NA,NA,15.18340263,0.932357247,0.1333764,0.124354453,8.267820961,1,0.193518354,827.6302317,160.1616403,0.09010624,26.29281,2.36914626,0.529749661,2.746791089,1.455111648,-80.0875,26.20416667,-80.10416667,26.1875,NA,"-80.1041666666667_26.1875","-80.088_26.204","-80.104_26.188",1,NA
"1886",1886,"SEFCRI-111","SEFCRI","Broward-Miami",2016,"9/28/16",26.1882,-80.0886,3.962399873,"RGSH","Not available","CARIB",17,279.9114,"FLORIDA",26.58,2.13,15.18340263,0.932357247,0.1333764,0.124354453,8.267820961,1,0.193518354,827.6302317,160.1616403,0.09010624,26.29281,2.36914626,0.529749661,2.746791089,1.455111648,-80.0875,26.1875,-80.10416667,26.1875,NA,"-80.1041666666667_26.1875","-80.088_26.188","-80.104_26.188",1,NA
"1887",1887,"SEFCRI-112","SEFCRI","Broward-Miami",2016,"9/28/16",26.16218333,-80.09666667,4.419599859,"CPSH","Not available","CARIB",0,279.9033333,"FLORIDA",NA,NA,15.20133406,0.915316741,0.117997,0.10800463,8.2483031,1,0.188043203,850.5649296,159.9429537,0.086661407,26.33801,2.282488992,0.52717356,2.731227458,1.439830902,-80.09583333,26.1625,-80.10416667,26.14583333,NA,"-80.1041666666667_26.1458333333333","-80.096_26.163","-80.104_26.146",1,NA
"1888",1888,"SEFCRI-113","SEFCRI","Broward-Miami",2016,"9/29/16",25.8614,-80.09255,16.91639946,"LIRM","Not available","CARIB",1,279.90745,"FLORIDA",26.49,2.15,15.24188392,0.727968837,0.06151811,0.044783267,8.026932883,1,0.193905726,975.1688761,189.0908292,0.089371728,26.45867,2.364657058,0.552760987,2.272977674,1.256413382,-80.09583333,25.8625,-80.10416667,25.85416667,NA,"-80.1041666666667_25.8541666666667","-80.096_25.863","-80.104_25.854",1,NA
"1889",1889,"SEFCRI-114","SEFCRI","Broward-Miami",2016,"9/29/16",25.76966667,-80.08826667,17.06879945,"APRD","Not available","CARIB",1,279.9117333,"FLORIDA",26.55,2.17,15.16137113,0.540393124,0.0635233,0.034327555,7.954560418,1,0.186472956,883.0443544,164.6638909,0.088531741,26.47591,2.343958404,0.555385175,2.308072465,1.28186923,-80.0875,25.77083333,-80.10416667,25.77083333,NA,"-80.1041666666667_25.7708333333333","-80.088_25.771","-80.104_25.771",1,NA
"1890",1890,"SEFCRI-115","SEFCRI","Broward-Miami",2016,"9/29/16",25.78821667,-80.08813333,15.39239951,"LIRO","Not available","CARIB",0,279.9118667,"FLORIDA",26.5,2.15,15.16137113,0.540393124,0.0635233,0.034327555,7.954560418,1,0.186472956,883.0443544,164.6638909,0.088531741,26.47591,2.343958404,0.555385175,2.308072465,1.28186923,-80.0875,25.7875,-80.10416667,25.77083333,NA,"-80.1041666666667_25.7708333333333","-80.088_25.788","-80.104_25.771",1,NA
"1891",1891,"SEFCRI-116","SEFCRI","Broward-Miami",2016,"9/29/16",25.80368333,-80.0914,8.534399727,"RGSH","Not available","CARIB",1,279.9086,"FLORIDA",26.5,2.15,15.20220534,0.598509704,0.06245789,0.037381653,7.98922025,1,0.182409912,941.3719079,171.715567,0.087773023,26.48689,2.324834403,0.555005392,2.308205066,1.281066257,-80.0875,25.80416667,-80.10416667,25.8125,NA,"-80.1041666666667_25.8125","-80.088_25.804","-80.104_25.812",1,NA
"1892",1892,"SEFCRI-117","SEFCRI","Broward-Miami",2016,"9/29/16",25.80663333,-80.10753333,7.010399776,"RGSH","Not available","CARIB",1,279.8924667,"FLORIDA",26.5,2.15,15.20220534,0.598509704,0.06245789,0.037381653,7.98922025,1,0.182409912,941.3719079,171.715567,0.087773023,26.48689,2.324834403,0.555005392,2.308205066,1.281066257,-80.10416667,25.80416667,-80.10416667,25.8125,NA,"-80.1041666666667_25.8125","-80.104_25.804","-80.104_25.812",1,NA
"1893",1893,"SEFCRI-118","SEFCRI","Broward-Miami",2016,"9/29/16",25.80918333,-80.09966667,7.772399751,"RGSH","Not available","CARIB",2,279.9003333,"FLORIDA",26.5,2.15,15.20220534,0.598509704,0.06245789,0.037381653,7.98922025,1,0.182409912,941.3719079,171.715567,0.087773023,26.48689,2.324834403,0.555005392,2.308205066,1.281066257,-80.09583333,25.8125,-80.10416667,25.8125,NA,"-80.1041666666667_25.8125","-80.096_25.812","-80.104_25.812",1,NA
"1894",1894,"SEFCRI-119","SEFCRI","Broward-Miami",2016,"9/29/16",25.83123333,-80.09333333,10.82039965,"LIRI","Not available","CARIB",4,279.9066667,"FLORIDA",26.49,2.15,15.20220534,0.598509704,0.06245789,0.037381653,7.98922025,1,0.182409912,941.3719079,171.715567,0.087773023,26.48689,2.324834403,0.555005392,2.308205066,1.281066257,-80.09583333,25.82916667,-80.10416667,25.8125,NA,"-80.1041666666667_25.8125","-80.096_25.829","-80.104_25.812",1,NA
"1895",1895,"SEFCRI-12","SEFCRI","Broward-Miami",2014,"9/16/14",26.09548333,-80.09203333,12.4967996,"LIRM","Not available","CARIB",2,279.9079667,"FLORIDA",26.5,2.16,15.22071008,0.983181327,0.1027729,0.101044396,8.224679348,1,0.183742238,937.2879419,172.2193844,0.085285191,26.45154,2.255924644,0.530115685,2.78781713,1.477865587,-80.09583333,26.09583333,-80.10416667,26.10416667,NA,"-80.1041666666667_26.1041666666667","-80.096_26.096","-80.104_26.104",1,NA
"1896",1896,"SEFCRI-12","SEFCRI","Broward-Miami",2014,"9/16/14",26.09548333,-80.09203333,12.95399959,"LIRM","Not available","CARIB",0,279.9079667,"FLORIDA",26.5,2.16,15.22071008,0.983181327,0.1027729,0.101044396,8.224679348,1,0.183742238,937.2879419,172.2193844,0.085285191,26.45154,2.255924644,0.530115685,2.78781713,1.477865587,-80.09583333,26.09583333,-80.10416667,26.10416667,NA,"-80.1041666666667_26.1041666666667","-80.096_26.096","-80.104_26.104",1,NA
"1897",1897,"SEFCRI-120","SEFCRI","Broward-Miami",2016,"9/29/16",25.83775,-80.0995,9.143999707,"LIRI","Not available","CARIB",6,279.9005,"FLORIDA",26.49,2.15,15.20220534,0.727968837,0.06151811,0.044783267,7.98922025,1,0.182409912,941.3719079,171.715567,0.089371728,26.45867,2.364657058,0.555005392,2.308205066,1.281066257,-80.09583333,25.8375,-80.10416667,25.85416667,NA,"-80.1041666666667_25.8541666666667","-80.096_25.837","-80.104_25.854",1,NA
"1898",1898,"SEFCRI-121","SEFCRI","Broward-Miami",2016,"9/29/16",25.85471667,-80.09971667,8.534399727,"LIRI","Not available","CARIB",3,279.9002833,"FLORIDA",26.49,2.15,15.24188392,0.727968837,0.06151811,0.044783267,8.026932883,1,0.193905726,975.1688761,189.0908292,0.089371728,26.45867,2.364657058,0.552760987,2.272977674,1.256413382,-80.09583333,25.85416667,-80.10416667,25.85416667,NA,"-80.1041666666667_25.8541666666667","-80.096_25.854","-80.104_25.854",1,NA
"1899",1899,"SEFCRI-122","SEFCRI","Broward-Miami",2016,"9/29/16",25.86881667,-80.10455,7.924799746,"LIRI","Not available","CARIB",0,279.89545,"FLORIDA",26.49,2.15,15.24188392,0.727968837,0.06151811,0.044783267,8.026932883,1,0.193905726,975.1688761,189.0908292,0.089371728,26.45867,2.364657058,0.552760987,2.272977674,1.256413382,-80.10416667,25.87083333,-80.10416667,25.85416667,NA,"-80.1041666666667_25.8541666666667","-80.104_25.871","-80.104_25.854",1,NA
"1900",1900,"SEFCRI-123","SEFCRI","Broward-Miami",2016,"9/29/16",25.87205,-80.11191667,6.400799795,"RGSH","Not available","CARIB",4,279.8880833,"FLORIDA",26.49,2.12,15.24188392,0.727968837,0.06151811,0.044783267,8.026932883,1,0.193905726,975.1688761,189.0908292,0.089371728,26.45867,2.364657058,0.552760987,2.272977674,1.256413382,-80.1125,25.87083333,-80.10416667,25.85416667,NA,"-80.1041666666667_25.8541666666667","-80.112_25.871","-80.104_25.854",1,NA
"1901",1901,"SEFCRI-124","SEFCRI","Broward-Miami",2016,"9/29/16",26.00153333,-80.11191667,4.724399849,"CPSH","Not available","CARIB",1,279.8880833,"FLORIDA",26.5,2.14,15.27204318,0.921721175,0.08480403,0.07816567,8.1345053,1,0.202770084,910.6128189,184.6450379,0.086654541,26.38736,2.286584571,0.549978847,3.13167496,1.722354985,-80.1125,26.00416667,-80.10416667,26.02083333,NA,"-80.1041666666667_26.0208333333333","-80.112_26.004","-80.104_26.021",1,NA
