"","ll_id","OCEAN","REGION","REGION_SUB","SI_LATI","SI_LONG","YEAR","DATE","SI_LONG_360","REGION_NEW","long_bin_2.5","lat_bin_2.5","c_sst_mean","c_sst_sd","human_pop50","human_pop50_log","kd490_cv","kd490_mean","kd490_sd","land_area50","land_area50_log","nAll_30yr","npp_cv","npp_mean","npp_sd","sst_cv","sst_mean","sst_sd","wave_cv","wave_mean","wave_sd"
"2513",2513,"PACIFIC","MHI","Hawaii",19.802203,-156.01742,2015,"6/20/15",203.98258,"MHI",-156.0208333,19.8125,25.66,1.09,0,0,0.128717458002313,0.0274674,0.00353553390593274,2.13771796226501,1.1434957720896,0,0.101733014581755,901.153602312908,91.6770725645001,0.0403378780593899,25.72411,1.03765601236633,0.358426800691078,24.726415258743,8.8626099137503
"2514",2514,"PACIFIC","MHI","Hawaii",19.485654,-155.950035,2015,"6/16/15",204.049965,"MHI",-155.9375,19.47916667,25.81,1.12,0,0,0.108923490286647,0.02335235,0.00254361946839538,2.13771796226501,1.1434957720896,0,0.101733014581755,901.153602312908,91.6770725645001,0.0415483649354662,25.71466,1.06840207787144,0.358426800691078,24.726415258743,8.8626099137503
"2515",2515,"PACIFIC","MHI","Hawaii",19.876783,-155.105778,2015,"6/17/15",204.894222,"MHI",-155.1041667,19.89583333,25.02,1.09,0,0,0.196800842345251,0.02997524,0.00589915248150105,2.13771796226501,1.1434957720896,0,0.101733014581755,901.153602312908,91.6770725645001,0.0434618555938649,24.97342,1.08539117372494,0.358426800691078,24.726415258743,8.8626099137503
"2516",2516,"PACIFIC","MHI","Hawaii",19.886182,-155.118784,2015,"6/17/15",204.881216,"MHI",-155.1041667,19.89583333,25.02,1.09,0,0,0.196800842345251,0.02997524,0.00589915248150105,2.13771796226501,1.1434957720896,0,0.101733014581755,901.153602312908,91.6770725645001,0.0434618555938649,24.97342,1.08539117372494,0.358426800691078,24.726415258743,8.8626099137503
"2517",2517,"PACIFIC","MHI","Hawaii",19.372795,-155.89885,2015,"6/18/15",204.10115,"MHI",-155.8958333,19.35416667,25.8200000000001,1.12,0,0,0.116103617509151,0.02298234,0.00266833281282527,2.13771796226501,1.1434957720896,0,0.101733014581755,901.153602312908,91.6770725645001,0.0420215929750914,25.75367,1.08221023835482,0.358426800691078,24.726415258743,8.8626099137503
"2518",2518,"PACIFIC","MHI","Hawaii",19.313184,-155.889173,2015,"6/18/15",204.110827,"MHI",-155.8958333,19.3125,25.81,1.09,0,0,0.10311395552867,0.02327522,0.0024,2.13771796226501,1.1434957720896,0,0.101733014581755,901.153602312908,91.6770725645001,0.0417350611555079,25.7387,1.07420621856327,0.358426800691078,24.726415258743,8.8626099137503
"2519",2519,"PACIFIC","MHI","Hawaii",19.257267,-155.900001,2015,"6/18/15",204.099999,"MHI",-155.8958333,19.27083333,25.74,1.15,0,0,0.0960977404122201,0.02340788,0.0022494443758404,2.13771796226501,1.1434957720896,0,0.101733014581755,901.153602312908,91.6770725645001,0.0418036548411769,25.70712,1.07465157144072,0.358426800691078,24.726415258743,8.8626099137503
"2520",2520,"PACIFIC","MHI","Hawaii",19.725837,-156.060932,2015,"6/16/15",203.939068,"MHI",-156.0625,19.72916667,25.71,1.08,0,0,0.119003855620843,0.02494175,0.00296816441593117,2.13771796226501,1.1434957720896,0,0.101733014581755,901.153602312908,91.6770725645001,0.0407375464669011,25.76253,1.04950226297993,0.358426800691078,24.726415258743,8.8626099137503
"2521",2521,"PACIFIC","MHI","Hawaii",19.482254,-155.941357,2015,"6/16/15",204.058643,"MHI",-155.9375,19.47916667,25.81,1.12,0,0,0.108923490286647,0.02335235,0.00254361946839538,2.13771796226501,1.1434957720896,0,0.101733014581755,901.153602312908,91.6770725645001,0.0415483649354662,25.71466,1.06840207787144,0.358426800691078,24.726415258743,8.8626099137503
"2522",2522,"PACIFIC","MHI","Hawaii",19.194486,-155.90719,2015,"6/18/15",204.09281,"MHI",-155.8958333,19.1875,25.68,1.13,0,0,0.100467999073479,0.02376346,0.00238746727726266,2.13771796226501,1.1434957720896,0,0.101733014581755,901.153602312908,91.6770725645001,0.0422881181211216,25.62279,1.08353957011269,0.358426800691078,24.726415258743,8.8626099137503
"2523",2523,"PACIFIC","MHI","Hawaii",19.221516,-155.903135,2015,"6/18/15",204.096865,"MHI",-155.8958333,19.22916667,25.71,1.15,0,0,0.0952479660779458,0.02359337,0.00224722050542442,2.13771796226501,1.1434957720896,0,0.101733014581755,901.153602312908,91.6770725645001,0.0421083973893719,25.66116,1.08055032275225,0.358426800691078,24.726415258743,8.8626099137503
"2524",2524,"PACIFIC","MHI","Hawaii",19.759449,-156.05256,2015,"6/16/15",203.94744,"MHI",-156.0625,19.77083333,25.66,1.07,0,0,0.119692900807901,0.02595346,0.00310644491340181,1.17392337322235,0.776533541169988,0,0.11463792805624,554.933594627704,63.6164374969215,0.04032271886208,25.76778,1.03902694863993,0.639442437884144,47.4489146866282,30.3408496821743
"2525",2525,"PACIFIC","MHI","Hawaii",19.191109,-155.908541,2015,"6/18/15",204.091459,"MHI",-155.8958333,19.1875,25.68,1.13,0,0,0.100467999073479,0.02376346,0.00238746727726266,1.17392337322235,0.776533541169988,0,0.114378296025975,518.22929640838,59.2741838739306,0.0422881181211216,25.62279,1.08353957011269,0.63747444707544,47.2206784795857,30.101975904301
"2526",2526,"PACIFIC","MHI","Hawaii",19.674787,-156.03246,2015,"6/16/15",203.96754,"MHI",-156.0208333,19.6875,25.74,1.07,0,0,0.102749817424567,0.02456341,0.00252388589282479,1.17392337322235,0.776533541169988,0,0.0970429999887336,583.294712804326,56.6046688080986,0.0418685182894847,25.75675,1.07839695845268,0.64139158667946,47.6771508936707,30.5797234600475
"2527",2527,"PACIFIC","MHI","Hawaii",19.218277,-155.901028,2015,"6/18/15",204.098972,"MHI",-155.8958333,19.22916667,25.71,1.15,0,0,0.0952479660779458,0.02359337,0.00224722050542442,1.17392337322235,0.776533541169988,0,0.124170352937532,633.575452870421,78.6712875954771,0.0421083973893719,25.66116,1.08055032275225,0.646060510299346,47.5823377438502,30.7410694040277
"2528",2528,"PACIFIC","MHI","Hawaii",19.094477,-155.911379,2015,"6/19/15",204.088621,"MHI",-155.8958333,19.10416667,25.59,1.08,0,0,0.112144155174263,0.02435526,0.00273130005674953,1.17392337322235,0.776533541169988,0,0.117304864338451,635.10667647504,74.501102524349,0.0412588520098768,25.60847,1.05657607392937,0.646750916866582,47.5015754046344,30.7216874455544
"2529",2529,"PACIFIC","MHI","Hawaii",19.07713,-155.904631,2015,"6/19/15",204.095369,"MHI",-155.8958333,19.0625,25.54,1.09,0,0,0.12114730085454,0.02469436,0.00299165506033032,1.17392337322235,0.776533541169988,0,0.117304864338451,635.10667647504,74.501102524349,0.0411795671557654,25.6865,1.05775895174657,0.643987426683232,47.2951273465309,30.4574673545482
"2530",2530,"PACIFIC","MHI","Hawaii",19.017998,-155.849028,2015,"6/19/15",204.150972,"MHI",-155.8541667,19.02083333,25.42,1.05,0,0,0.12225359585336,0.02498499,0.00305450486986025,1.17392337322235,0.776533541169988,0,0.134622329886491,559.853461349632,75.368777361904,0.0401240811457869,25.62713,1.02826504365363,0.638613526293955,46.9706925157392,29.9961195799453
"2531",2531,"PACIFIC","MHI","Hawaii",19.109653,-155.916972,2015,"6/19/15",204.083028,"MHI",-155.9375,19.10416667,25.59,1.08,0,0,0.114256791294433,0.02403276,0.0027459060435492,1.17392337322235,0.776533541169988,0,0.117304864338451,635.10667647504,74.501102524349,0.0411582626671133,25.7085,1.05811719577748,0.643987426683232,47.2951273465309,30.4574673545482
"2532",2532,"PACIFIC","MHI","Hawaii",19.054955,-155.886727,2015,"6/19/15",204.113273,"MHI",-155.8958333,19.0625,25.52,1.06,0,0,0.12114730085454,0.02469436,0.00299165506033032,1.17392337322235,0.776533541169988,0,0.134622329886491,559.853461349632,75.368777361904,0.0411795671557654,25.6865,1.05775895174657,0.636014322412277,46.8527057430507,29.7989918963482
"2533",2533,"PACIFIC","MHI","Hawaii",18.998308,-155.789587,2015,"6/19/15",204.210413,"MHI",-155.7708333,18.97916667,25.33,1.03,0,0,0.122436459297658,0.02496104,0.00305614135798722,1.17392337322235,0.776533541169988,0,0.134622329886491,559.853461349632,75.368777361904,0.0394505621081012,25.47868,1.00514824777244,0.636544457928366,46.7129692135583,29.7348816662689
"2534",2534,"PACIFIC","MHI","Hawaii",19.124999,-155.918973,2015,"6/19/15",204.081027,"MHI",-155.9375,19.10416667,25.65,1.12,0,0,0.114256791294433,0.02403276,0.0027459060435492,1.17392337322235,0.776533541169988,0,0.134622329886491,559.853461349632,75.368777361904,0.0411582626671133,25.7085,1.05811719577748,0.636544457928366,46.7129692135583,29.7348816662689
"2535",2535,"PACIFIC","MHI","Hawaii",19.042843,-155.881927,2015,"6/19/15",204.118073,"MHI",-155.8958333,19.0625,25.52,1.06,0,0,0.12114730085454,0.02469436,0.00299165506033032,1.17392337322235,0.776533541169988,0,0.117304864338451,635.10667647504,74.501102524349,0.0411795671557654,25.6865,1.05775895174657,0.643987426683232,47.2951273465309,30.4574673545482
"2536",2536,"PACIFIC","MHI","Hawaii",19.009163,-155.800246,2015,"6/19/15",204.199754,"MHI",-155.8125,19.02083333,25.42,1.05,0,0,0.121635147250719,0.02481419,0.00301827765455731,1.17392337322235,0.776533541169988,0,0.117304864338451,635.10667647504,74.501102524349,0.0397340911341165,25.50901,1.01357732808109,0.644642952361871,47.199621459746,30.4269033281734
"2537",2537,"PACIFIC","MHI","Hawaii",19.624891,-154.956932,2016,"8/8/16",205.043068,"MHI",-154.9375,19.60416667,NA,NA,0,0,0.287894409815465,0.03236135,0.00931665175908169,1.17392337322235,0.776533541169988,0,0.100675402877588,590.352649066756,59.4339907846467,0.043866829701988,24.59356,1.07884150828562,0.275610697360365,0.836610101811441,0.230578693578977
"2538",2538,"PACIFIC","MHI","Hawaii",19.739159,-155.013176,2016,"8/8/16",204.986824,"MHI",-155.0208333,19.72916667,25.04,1.1,0,0,0.750210575182961,0.04100053,0.0307590311941062,1.17392337322235,0.776533541169988,0,0.117304864338451,635.10667647504,74.501102524349,0.0455490418123595,24.68372,1.12431979436457,0.646750916866582,47.5015754046344,30.7216874455544
"2539",2539,"PACIFIC","MHI","Hawaii",19.417542,-154.885991,2016,"8/9/16",205.114009,"MHI",-154.8958333,19.4375,25.01,1,0,0,0.158021960569305,0.02669885,0.0042190046219458,1.17392337322235,0.776533541169988,0,0.114378296025975,518.22929640838,59.2741838739306,0.0412522883354954,25.07887,1.03456077636841,0.636347364900557,47.4706644434323,30.2078322286567
"2540",2540,"PACIFIC","MHI","Hawaii",19.550943,-154.867703,2016,"8/8/16",205.132297,"MHI",-154.8541667,19.5625,24.95,1.06,0,0,0.229618367422732,0.03007825,0.0069065186599328,1.17392337322235,0.776533541169988,0,0.106222240843393,585.406947223761,62.1832377393979,0.0420455910343372,24.90304,1.04706303535174,0.641966791972179,48.0669117791449,30.8573611548674
"2541",2541,"PACIFIC","MHI","Hawaii",19.456547,-154.839091,2016,"8/9/16",205.160909,"MHI",-154.8541667,19.4375,25.01,1.03,0,0,0.14873835398651,0.02595196,0.00386005181312376,1.17392337322235,0.776533541169988,0,0.094369978951002,566.825187209709,53.491280985878,0.0440107992526618,25.12247,1.10565998390102,0.644003281427591,47.8246247614975,30.7992152794476
"2542",2542,"PACIFIC","MHI","Hawaii",19.614773,-154.945774,2016,"8/8/16",205.054226,"MHI",-154.9375,19.60416667,25.02,1.09,0,0,0.287894409815465,0.03236135,0.00931665175908169,1.17392337322235,0.776533541169988,0,0.114378296025975,518.22929640838,59.2741838739306,0.043866829701988,24.59356,1.07884150828562,0.636347364900557,47.4706644434323,30.2078322286567
"2543",2543,"PACIFIC","MHI","Hawaii",19.735237,-155.049942,2016,"8/8/16",204.950058,"MHI",-155.0625,19.72916667,25.03,1.09,0,0,0.875518084537189,0.0420921,0.0368523947661478,1.17392337322235,0.776533541169988,0,0.115410460985752,534.545465504235,61.692138591687,0.0463942246370169,24.64684,1.14347103155261,0.638236126723254,47.6694135553364,30.4243418707269
"2544",2544,"PACIFIC","MHI","Hawaii",19.473039,-154.822906,2016,"8/9/16",205.177094,"MHI",-154.8125,19.47916667,24.97,1.01,0,0,0.151988599631978,0.0272074,0.00413521462562707,1.17392337322235,0.776533541169988,0,0.11463792805624,554.933594627704,63.6164374969215,0.0478712906937362,25.01206,1.19735959510917,0.639442437884144,47.4489146866282,30.3408496821743
"2545",2545,"PACIFIC","MHI","Hawaii",19.496331,-154.811416,2016,"8/9/16",205.188584,"MHI",-154.8125,19.47916667,24.94,1.03,0,0,0.151988599631978,0.0272074,0.00413521462562707,1.17392337322235,0.776533541169988,0,0.101093467541579,565.855334053123,57.204277846329,0.0478712906937362,25.01206,1.19735959510917,0.647387176781969,47.9355669328159,31.0328713440788
"2546",2546,"PACIFIC","MHI","Hawaii",19.558805,-154.883551,2016,"8/8/16",205.116449,"MHI",-154.8958333,19.5625,NA,NA,0,0,0.234694906922348,0.03096088,0.00726636084983398,1.17392337322235,0.776533541169988,0,0.111271358052904,556.30872546641,61.9012273793278,0.0411910099581688,24.75046,1.01949644432926,0.640749113600592,47.7726567804557,30.6102874864223
"2547",2547,"PACIFIC","MHI","Hawaii",19.658385,-154.97703,2016,"8/8/16",205.02297,"MHI",-154.9791667,19.64583333,25.06,1.06,0,0,0.376755453259006,0.0351074,0.0132269043997452,1.17392337322235,0.776533541169988,0,0.116746174256071,502.82231253681,58.702581319263,0.0459300511781556,24.51437,1.12594626870024,0.634442720931677,47.271915331528,29.9913225865865
"2548",2548,"PACIFIC","MHI","Hawaii",19.450839,-154.846345,2016,"8/9/16",205.153655,"MHI",-154.8541667,19.4375,25.01,1.03,0,0,0.14873835398651,0.02595196,0.00386005181312376,1.17392337322235,0.776533541169988,0,0.124170352937532,633.575452870421,78.6712875954771,0.0440107992526618,25.12247,1.10565998390102,0.646060510299346,47.5823377438502,30.7410694040277
"2549",2549,"PACIFIC","MHI","Hawaii",19.518805,-154.806578,2016,"8/9/16",205.193422,"MHI",-154.8125,19.52083333,24.94,1.03,0,0,0.188469010746273,0.02867157,0.00540370243444252,1.17392337322235,0.776533541169988,0,0.122299268283795,490.316709180462,59.9653747600887,0.0461921944496118,24.96119,1.15301214217371,0.631018238843926,46.7051934830888,29.4718289365635
"2550",2550,"PACIFIC","MHI","Hawaii",19.734361,-155.022201,2016,"8/8/16",204.977799,"MHI",-155.0208333,19.72916667,NA,NA,0,0,0.750210575182961,0.04100053,0.0307590311941062,1.17392337322235,0.776533541169988,0,0.129792637647943,526.306253400114,68.3106768394076,0.0455490418123595,24.68372,1.12431979436457,0.631454650242778,46.5359698584581,29.3853545706811
"2551",2551,"PACIFIC","MHI","Hawaii",19.135279,-155.492326,2016,"8/7/16",204.507674,"MHI",-155.4791667,19.14583333,NA,NA,0,0,0.130806657291763,0.02388334,0.00312409987036266,1.17392337322235,0.776533541169988,0,0.101093467541579,565.855334053123,57.204277846329,0.0386454571126112,25.05062,0.968092660854321,0.647387176781969,47.9355669328159,31.0328713440788
"2552",2552,"PACIFIC","MHI","Hawaii",19.094083,-155.536128,2016,"8/7/16",204.463872,"MHI",-155.5208333,19.10416667,25.1,1.01,0,0,0.138366596383005,0.02375093,0.003286335345031,1.17392337322235,0.776533541169988,0,0.132575056467145,546.851187732846,72.4988270928076,0.0381718235550544,25.13353,0.959392672475666,0.6339650239073,46.6097259884391,29.5489360505735
"2553",2553,"PACIFIC","MHI","Hawaii",19.065545,-155.551831,2016,"8/7/16",204.448169,"MHI",-155.5625,19.0625,NA,NA,0,0,0.131924586533609,0.0238863,0.00315119025131775,1.17392337322235,0.776533541169988,0,0.0946111333774333,576.101526554579,54.5056183677982,0.0403646685070718,25.17132,1.01603198768543,0.646667620791357,48.0015857244626,31.0410712346506
"2554",2554,"PACIFIC","MHI","Hawaii",19.12663,-155.507387,2016,"8/7/16",204.492613,"MHI",-155.5208333,19.14583333,25.1,1.01,0,0,0.12948914409745,0.0237401,0.00307408522978788,1.17392337322235,0.776533541169988,0,0.094369978951002,566.825187209709,53.491280985878,0.0381804990366922,25.10107,0.958371378954944,0.644003281427591,47.8246247614975,30.7992152794476
"2555",2555,"PACIFIC","MHI","Hawaii",19.0163,-155.579083,2016,"8/7/16",204.420917,"MHI",-155.5625,19.02083333,25.11,1,0,0,0.127912449835658,0.02384123,0.00304959013639538,1.17392337322235,0.776533541169988,0,0.0965538117034037,561.825999781034,54.2464417929345,0.0390992413075354,25.27042,0.988054249522768,0.642036638902496,47.5816450068858,30.5491594336727
"2556",2556,"PACIFIC","MHI","Hawaii",19.079331,-155.554422,2016,"8/7/16",204.445578,"MHI",-155.5625,19.0625,NA,NA,0,0,0.131924586533609,0.0238863,0.00315119025131775,1.17392337322235,0.776533541169988,0,0.0970429999887336,583.294712804326,56.6046688080986,0.0403646685070718,25.17132,1.01603198768543,0.640049807624062,47.3386652522741,30.2991035878979
"2557",2557,"PACIFIC","MHI","Hawaii",19.112916,-155.520135,2016,"8/7/16",204.479865,"MHI",-155.5208333,19.10416667,25.1,1.01,0,0,0.138366596383005,0.02375093,0.003286335345031,1.17392337322235,0.776533541169988,0,0.118002600041606,643.821645371877,75.9726281169463,0.0381718235550544,25.13353,0.959392672475666,0.643334543153767,47.3906332333159,30.488031380923
"2558",2558,"PACIFIC","MHI","Hawaii",19.031586,-155.56104,2016,"8/7/16",204.43896,"MHI",-155.5625,19.02083333,25.11,1,0,0,0.127912449835658,0.02384123,0.00304959013639538,1.17392337322235,0.776533541169988,0,0.094369978951002,566.825187209709,53.491280985878,0.0390992413075354,25.27042,0.988054249522768,0.644003281427591,47.8246247614975,30.7992152794476
"2559",2559,"PACIFIC","MHI","Hawaii",20.079857,-155.867067,2016,"8/15/16",204.132933,"MHI",-155.8541667,20.0625,25.67,1.07,0,0,0.114289110924556,0.02570399,0.00293768616431368,1.17392337322235,0.776533541169988,0,0.111271358052904,556.30872546641,61.9012273793278,0.040367099102809,25.7682,1.040187483101,0.640749113600592,47.7726567804557,30.6102874864223
"2560",2560,"PACIFIC","MHI","Hawaii",19.028007,-155.564814,2016,"8/7/16",204.435186,"MHI",-155.5625,19.02083333,25.11,1,0,0,0.127912449835658,0.02384123,0.00304959013639538,1.17392337322235,0.776533541169988,0,0.124170352937532,633.575452870421,78.6712875954771,0.0390992413075354,25.27042,0.988054249522768,0.646060510299346,47.5823377438502,30.7410694040277
"2561",2561,"PACIFIC","MHI","Hawaii",20.009097,-155.836398,2016,"8/14/16",204.163602,"MHI",-155.8541667,20.02083333,25.66,1.06,0,0,0.135620111193353,0.02627712,0.00356370593624109,1.17392337322235,0.776533541169988,0,0.132575056467145,546.851187732846,72.4988270928076,0.0402762397775582,25.78229,1.03841369405454,0.633480835899597,46.7642060655007,29.6242283485544
"2562",2562,"PACIFIC","MHI","Hawaii",19.301808,-155.890653,2016,"8/11/16",204.109347,"MHI",-155.8958333,19.3125,25.81,1.09,0,0,0.10311395552867,0.02327522,0.0024,1.17392337322235,0.776533541169988,0,0.124380124738545,632.576473727022,78.679940708836,0.0417350611555079,25.7387,1.07420621856327,0.352741551778937,0.641790494852968,0.226386175071408
"2563",2563,"PACIFIC","MHI","Hawaii",20.053892,-155.845012,2016,"8/15/16",204.154988,"MHI",-155.8541667,20.0625,25.66,1.05,0,0,0.114289110924556,0.02570399,0.00293768616431368,1.17392337322235,0.776533541169988,0,0.100675402877588,590.352649066756,59.4339907846467,0.040367099102809,25.7682,1.040187483101,0.275610697360365,0.836610101811441,0.230578693578977
"2564",2564,"PACIFIC","MHI","Hawaii",19.941129,-155.884474,2016,"8/14/16",204.115526,"MHI",-155.8958333,19.9375,25.63,1.08,0,0,0.11117828912156,0.02729668,0.0030347981810987,1.17392337322235,0.776533541169988,0,0.134622329886491,559.853461349632,75.368777361904,0.0396127358361985,25.73891,1.01958864254169,0.638613526293955,46.9706925157392,29.9961195799453
"2565",2565,"PACIFIC","MHI","Hawaii",19.60538,-155.984901,2016,"8/10/16",204.015099,"MHI",-155.9791667,19.60416667,25.77,1.09,0,0,0.105349204653575,0.02393852,0.0025219040425837,1.17392337322235,0.776533541169988,0,0.134622329886491,559.853461349632,75.368777361904,0.0423884529750611,25.74399,1.09124790950544,0.636014322412277,46.8527057430507,29.7989918963482
"2566",2566,"PACIFIC","MHI","Hawaii",20.096813,-155.880085,2016,"8/15/16",204.119915,"MHI",-155.8958333,20.10416667,25.67,1.07,0,0,0.0909688728488793,0.02467871,0.00224499443206436,1.17392337322235,0.776533541169988,0,0.134622329886491,559.853461349632,75.368777361904,0.0394621969347049,25.73245,1.01545900951245,0.638042475114085,47.0956854976625,30.0490477421231
"2567",2567,"PACIFIC","MHI","Hawaii",19.207305,-155.903668,2016,"8/11/16",204.096332,"MHI",-155.8958333,19.1875,25.71,1.15,0,0,0.100467999073479,0.02376346,0.00238746727726266,1.17392337322235,0.776533541169988,0,0.117304864338451,635.10667647504,74.501102524349,0.0422881181211216,25.62279,1.08353957011269,0.643987426683232,47.2951273465309,30.4574673545482
"2568",2568,"PACIFIC","MHI","Hawaii",20.112885,-155.886175,2016,"8/15/16",204.113825,"MHI",-155.8958333,20.10416667,25.67,1.07,0,0,0.0909688728488793,0.02467871,0.00224499443206436,1.17392337322235,0.776533541169988,0,0.0965538117034037,561.825999781034,54.2464417929345,0.0394621969347049,25.73245,1.01545900951245,0.643322162769079,47.9053871007133,30.8185972379208
"2569",2569,"PACIFIC","MHI","Hawaii",20.138776,-155.89663,2016,"8/15/16",204.10337,"MHI",-155.8958333,20.14583333,25.65,1.09,0,0,0.0979457681622728,0.0243754,0.00238746727726266,1.17392337322235,0.776533541169988,0,0.111271358052904,556.30872546641,61.9012273793278,0.0397592432374785,25.70955,1.02219225197611,0.640749113600592,47.7726567804557,30.6102874864223
"2570",2570,"PACIFIC","MHI","Hawaii",19.996112,-155.831304,2016,"8/14/16",204.168696,"MHI",-155.8125,19.97916667,25.66,1.06,0,0,0.133990154185973,0.02680538,0.00359165699921359,1.17392337322235,0.776533541169988,0,0.100675402877588,590.352649066756,59.4339907846467,0.0440309447330728,25.61441,1.12782667108027,0.275610697360365,0.836610101811441,0.230578693578977
"2571",2571,"PACIFIC","MHI","Hawaii",19.612253,-155.985594,2016,"8/10/16",204.014406,"MHI",-155.9791667,19.60416667,25.77,1.09,0,0,0.105349204653575,0.02393852,0.0025219040425837,1.31740033626556,0.840446012685483,0,0.264102475985603,577.991107179936,152.648882503881,0.0423884529750611,25.74399,1.09124790950544,0.791311896083112,53.059614517951,41.9867041696388
"2572",2572,"PACIFIC","MHI","Hawaii",19.132875,-155.919356,2016,"8/11/16",204.080644,"MHI",-155.9375,19.14583333,25.65,1.12,0,0,0.108180420078992,0.02378375,0.00257293606605372,1.31740033626556,0.840446012685483,0,0.273329798905753,571.766662946946,156.280867004302,0.0415852367733486,25.69842,1.06867488040096,0.790146972433934,52.8266484725289,41.7408163544004
"2573",2573,"PACIFIC","MHI","Hawaii",19.176212,-155.909605,2016,"8/11/16",204.090395,"MHI",-155.8958333,19.1875,25.68,1.13,0,0,0.100467999073479,0.02376346,0.00238746727726266,1.31740033626556,0.840446012685483,0,0.243248643917793,631.331044679941,153.570420481599,0.0422881181211216,25.62279,1.08353957011269,0.79134834792746,53.0978545566732,42.0188994819159
"2574",2574,"PACIFIC","MHI","Hawaii",20.083364,-155.869893,2016,"8/15/16",204.130107,"MHI",-155.8541667,20.10416667,25.67,1.07,0,0,NA,NA,NA,1.31740033626556,0.840446012685483,0,0.261073267396588,570.370639155885,148.908526391507,NA,NA,NA,0.790924726481251,52.9819591694769,41.9047415645593
"2575",2575,"PACIFIC","MHI","Hawaii",19.495805,-155.948217,2016,"8/10/16",204.051783,"MHI",-155.9375,19.47916667,25.8200000000001,1.12,0,0,0.108923490286647,0.02335235,0.00254361946839538,1.31740033626556,0.840446012685483,0,0.273329798905753,571.766662946946,156.280867004302,0.0415483649354662,25.71466,1.06840207787144,0.790146972433934,52.8266484725289,41.7408163544004
"2576",2576,"PACIFIC","MHI","Hawaii",19.690889,-156.043964,2016,"8/10/16",203.956036,"MHI",-156.0625,19.6875,25.74,1.07,0,0,0.102982873397896,0.02390404,0.00246170672501823,1.31740033626556,0.840446012685483,0,0.242493535997547,617.690384106958,149.785925393779,0.0409141269022645,25.75827,1.05387712756279,0.791736979967883,53.1652741823273,42.0929136202803
"2577",2577,"PACIFIC","MHI","Hawaii",19.505647,-155.952485,2016,"8/10/16",204.047515,"MHI",-155.9375,19.52083333,25.8200000000001,1.12,0,0,0.103083066726984,0.02374248,0.00244744765010408,1.31740033626556,0.840446012685483,0,0.261073267396588,570.370639155885,148.908526391507,0.0416473772370507,25.71382,1.07091316174562,0.790924726481251,52.9819591694769,41.9047415645593
"2578",2578,"PACIFIC","MHI","Hawaii",19.873197,-155.922736,2016,"8/14/16",204.077264,"MHI",-155.9375,19.85416667,25.64,1.08,0,0,0.160678301755908,0.02852019,0.00458257569495584,1.31740033626556,0.840446012685483,0,0.271254737328198,566.322744843519,153.617727395513,0.0411949598160589,25.64257,1.05634464073048,0.792124627597233,53.2326938079814,42.1669277586448
"2579",2579,"PACIFIC","MHI","Hawaii",20.128634,-155.892197,2016,"8/15/16",204.107803,"MHI",-155.8958333,20.14583333,25.65,1.09,0,0,0.0979457681622728,0.0243754,0.00238746727726266,1.31740033626556,0.840446012685483,0,0.264102475985603,577.991107179936,152.648882503881,0.0397592432374785,25.70955,1.02219225197611,0.791311896083112,53.059614517951,41.9867041696388
"2580",2580,"PACIFIC","MHI","Hawaii",19.468743,-155.924077,2016,"8/10/16",204.075923,"MHI",-155.9375,19.47916667,25.83,1.1,0,0,0.108923490286647,0.02335235,0.00254361946839538,1.31740033626556,0.840446012685483,0,0.261073267396588,570.370639155885,148.908526391507,0.0415483649354662,25.71466,1.06840207787144,0.790924726481251,52.9819591694769,41.9047415645593
"2581",2581,"PACIFIC","MHI","Hawaii",19.277203,-155.892118,2016,"8/11/16",204.107882,"MHI",-155.8958333,19.27083333,25.74,1.15,0,0,0.0960977404122201,0.02340788,0.0022494443758404,1.31740033626556,0.840446012685483,0,0.24828249824985,563.100843026428,139.808084073198,0.0418036548411769,25.70712,1.07465157144072,0.789718529910874,52.7107530853326,41.6266584370439
"2582",2582,"PACIFIC","MHI","Hawaii",19.189921,-155.907468,2016,"8/11/16",204.092532,"MHI",-155.8958333,19.1875,25.68,1.13,0,0,0.100467999073479,0.02376346,0.00238746727726266,1.31740033626556,0.840446012685483,0,0.258827361381505,614.141957283878,158.956742317459,0.0422881181211216,25.62279,1.08353957011269,0.790958727721401,53.0304349310191,41.9448853435514
"2583",2583,"PACIFIC","MHI","Hawaii",19.253842,-155.900541,2016,"8/11/16",204.099459,"MHI",-155.8958333,19.27083333,25.74,1.15,0,0,0.0960977404122201,0.02340788,0.0022494443758404,1.31740033626556,0.840446012685483,0,0.273329798905753,571.766662946946,156.280867004302,0.0418036548411769,25.70712,1.07465157144072,0.790146972433934,52.8266484725289,41.7408163544004
"2584",2584,"PACIFIC","MHI","Hawaii",19.853365,-155.962008,2016,"8/14/16",204.037992,"MHI",-155.9791667,19.85416667,25.66,1.09,0,0,0.123567543266697,0.02815064,0.00347850542618522,1.31740033626556,0.840446012685483,0,0.24828249824985,563.100843026428,139.808084073198,0.0394848607981628,25.69903,1.01472262219781,0.789718529910874,52.7107530853326,41.6266584370439
