"","SITE","REGION","REGION_SUB","YEAR","DATE","SI_LATI","SI_LONG","DEPTH","HABITAT","REEF_ZONE","OCEAN","ll_id","long_bin_2.5","lat_bin_2.5","coral_cover"
"2131","NII-01327","MHI","Niihau",2015,2015-06-28,21.889626,-160.081747,15.3,"PAV","Forereef","PACIFIC",3462,-160.0625,21.8958333333333,4.02684563893518
"2132","NII-01332","MHI","Niihau",2015,2015-06-26,21.968271,-160.132935,17.05,"ROB","Forereef","PACIFIC",3463,-160.145833333333,21.9791666666667,0
"2133","NII-01335","MHI","Niihau",2015,2015-06-28,21.857016,-160.162999,5.4,"ROB","Forereef","PACIFIC",3464,-160.145833333333,21.8541666666667,0.675675709231191
"2134","NII-01339","MHI","Niihau",2015,2015-06-27,21.968321,-160.132814,17.05,"ROB","Forereef","PACIFIC",3465,-160.145833333333,21.9791666666667,0.668896354962472
"2135","NII-01342","MHI","Niihau",2015,2015-06-28,21.960622,-160.063709,8.15,"ROB","Forereef","PACIFIC",3466,-160.0625,21.9791666666667,1.0169491528871
"2136","NII-01344","MHI","Niihau",2015,2015-06-27,22.023745,-160.102272,25.2,"PAV","Forereef","PACIFIC",3467,-160.104166666667,22.0208333333333,0.671140872708436
"2137","NII-01345","MHI","Niihau",2015,2015-06-27,21.999264,-160.124296,12.55,"PAV","Forereef","PACIFIC",3468,-160.104166666667,21.9791666666667,1.01010101010101
"2138","NII-01346","MHI","Niihau",2015,2015-06-27,22.00234,-160.078735,5.2,"ROB","Forereef","PACIFIC",3469,-160.0625,22.0208333333333,3.12500000325521
"2139","NII-01349","MHI","Niihau",2015,2015-06-26,21.833288,-160.247143,4.5,"ROB","Forereef","PACIFIC",3470,-160.229166666667,21.8125,5.76271190025855
"2140","NII-01350","MHI","Niihau",2015,2015-06-28,21.93104,-160.067859,28.35,"ROB","Forereef","PACIFIC",3471,-160.0625,21.9375,0.657894736842105
"2141","NII-01352","MHI","Niihau",2015,2015-06-28,21.875869,-160.12283,6.2,"ROB","Forereef","PACIFIC",3472,-160.104166666667,21.8958333333333,0.673400707070707
"2142","NII-01354","MHI","Niihau",2015,2015-06-27,21.989222,-160.122382,12.85,"ROB","Forereef","PACIFIC",3473,-160.104166666667,21.9791666666667,1.02739726027397
"2143","NII-01356","MHI","Niihau",2015,2015-06-26,21.934634,-160.205382,16.75,"ROB","Forereef","PACIFIC",3474,-160.1875,21.9375,2.02020202020202
"2144","NII-01357","MHI","Niihau",2015,2015-06-26,21.959179,-160.145123,18,"PAV","Forereef","PACIFIC",3475,-160.145833333333,21.9791666666667,0
"2145","NII-01361","MHI","Niihau",2015,2015-06-28,21.831234,-160.180137,5.05,"PAV","Forereef","PACIFIC",3476,-160.1875,21.8125,0.668896254628024
"2146","NII-01362","MHI","Niihau",2015,2015-06-27,21.996405,-160.131616,22.5,"ROB","Forereef","PACIFIC",3477,-160.145833333333,21.9791666666667,0
"2147","NII-01364","MHI","Niihau",2015,2015-06-27,22.002007,-160.082636,4.9,"PAV","Forereef","PACIFIC",3478,-160.0625,22.0208333333333,2.05479442062301
"2148","NII-01365","MHI","Niihau",2015,2015-06-26,21.851906,-160.250361,26.05,"PAV","Forereef","PACIFIC",3479,-160.270833333333,21.8541666666667,0.671140973379577
"2149","NII-01367","MHI","Niihau",2015,2015-06-26,21.843803,-160.24774,6.05,"ROB","Forereef","PACIFIC",3480,-160.229166666667,21.8541666666667,1.68350161956263
"2150","NII-01371","MHI","Niihau",2015,2015-06-27,22.012946,-160.09032,27.9,"PAV","Forereef","PACIFIC",3481,-160.104166666667,22.0208333333333,2.34899335649295
"2151","NII-01372","MHI","Niihau",2015,2015-06-27,22.001977,-160.063237,9.2,"AGR","Forereef","PACIFIC",3482,-160.0625,22.0208333333333,14.8026315789474
"2152","NII-01375","MHI","Niihau",2015,2015-06-26,21.884872,-160.238927,15.45,"ROB","Forereef","PACIFIC",3483,-160.229166666667,21.8958333333333,0.336700303030303
"2153","NII-01377","MHI","Niihau",2015,2015-06-28,21.86083,-160.139608,24.5,"PAV","Forereef","PACIFIC",3484,-160.145833333333,21.8541666666667,2.35690242424242
"2154","NII-01378","MHI","Niihau",2015,2015-06-28,21.973069,-160.053449,10.15,"ROB","Forereef","PACIFIC",3485,-160.0625,21.9791666666667,9.73154366098374
"2155","NII-01380","MHI","Niihau",2015,2015-06-27,22.009987,-160.08094,24.5,"ROB","Forereef","PACIFIC",3486,-160.0625,22.0208333333333,0.664451837849472
"2156","NII-01382","MHI","Niihau",2015,2015-06-27,21.991409,-160.113151,4.65,"PAV","Forereef","PACIFIC",3487,-160.104166666667,21.9791666666667,1.72413786325803
"2157","NII-01385","MHI","Niihau",2015,2015-06-26,21.928678,-160.176658,4.6,"PAV","Forereef","PACIFIC",3488,-160.1875,21.9375,0
"2158","NII-01386","MHI","Niihau",2015,2015-06-26,21.944253,-160.164205,11.8,"ROB","Forereef","PACIFIC",3489,-160.145833333333,21.9375,0
"2159","NII-01390","MHI","Niihau",2015,2015-06-28,21.865981,-160.132366,22.1,"PAV","Forereef","PACIFIC",3490,-160.145833333333,21.8541666666667,0.328947322465807
"2160","NII-01401","MHI","Niihau",2015,2015-06-28,21.898585,-160.070207,24.8,"PAV","Forereef","PACIFIC",3491,-160.0625,21.8958333333333,0
"2161","NII-01408","MHI","Niihau",2015,2015-06-28,21.848898,-160.162977,15.2,"PAV","Forereef","PACIFIC",3492,-160.145833333333,21.8541666666667,0.999999902
"2162","NII-01412","MHI","Niihau",2015,2015-06-27,22.015955,-160.091794,12.7,"ROB","Forereef","PACIFIC",3493,-160.104166666667,22.0208333333333,6.82593859835292
"2163","NII-01418","MHI","Niihau",2015,2015-06-26,21.885892,-160.243607,23.55,"PAV","Forereef","PACIFIC",3494,-160.229166666667,21.8958333333333,1.34228184608801
"2164","NII-01420","MHI","Niihau",2015,2015-06-27,22.01101,-160.086489,16.45,"ROB","Forereef","PACIFIC",3495,-160.104166666667,22.0208333333333,2.75862062699168
"2165","NII-01428","MHI","Niihau",2015,2015-06-27,22.004874,-160.097402,5.7,"PAV","Forereef","PACIFIC",3496,-160.104166666667,22.0208333333333,4.77815693158919
"2166","NII-01429","MHI","Niihau",2015,2015-06-26,21.91329,-160.200085,4.55,"ROB","Forereef","PACIFIC",3497,-160.1875,21.8958333333333,1.01351351317111
"2167","NII-01431","MHI","Niihau",2015,2015-06-26,21.887397,-160.229057,5.45,"ROB","Forereef","PACIFIC",3498,-160.229166666667,21.8958333333333,3.06122448979592
"2168","NII-01432","MHI","Niihau",2015,2015-06-27,22.007703,-160.100763,24.2,"ROB","Forereef","PACIFIC",3499,-160.104166666667,22.0208333333333,1.0067114097338
"2169","NII-01462","MHI","Niihau",2016,2016-07-28,22.019241,-160.088823,15,"ROB","Forereef","PACIFIC",3500,-160.104166666667,22.0208333333333,1.03806228409622
"2170","NII-01469","MHI","Niihau",2016,2016-07-28,22.022345,-160.097799,12.2,"PAV","Forereef","PACIFIC",3501,-160.104166666667,22.0208333333333,4.71380474747475
"2171","NII-01476","MHI","Niihau",2016,2016-07-29,21.960595,-160.158128,24.85,"PAV","Forereef","PACIFIC",3502,-160.145833333333,21.9791666666667,0
"2172","NII-01479","MHI","Niihau",2016,2016-07-28,21.953681,-160.173117,20.7,"ROB","Forereef","PACIFIC",3503,-160.1875,21.9375,0.335570436016396
"2173","NII-01481","MHI","Niihau",2016,2016-07-28,21.964486,-160.141404,20.95,"PAV","Forereef","PACIFIC",3504,-160.145833333333,21.9791666666667,6.27450982622068
"2174","NII-01486","MHI","Niihau",2016,2016-07-28,21.814433,-160.249202,12.25,"ROB","Forereef","PACIFIC",3505,-160.229166666667,21.8125,1.88679245283019
"2175","NII-01488","MHI","Niihau",2016,2016-07-28,21.903631,-160.20821,3.65,"ROB","Forereef","PACIFIC",3506,-160.1875,21.8958333333333,0
"2176","NII-01489","MHI","Niihau",2016,2016-07-28,21.898312,-160.226145,14.4,"PAV","Forereef","PACIFIC",3507,-160.229166666667,21.8958333333333,0
"2177","NII-01490","MHI","Niihau",2016,2016-07-28,21.950615,-160.189643,12.3,"ROB","Forereef","PACIFIC",3508,-160.1875,21.9375,0
"2178","NII-01493","MHI","Niihau",2016,2016-07-28,21.836823,-160.248497,8.25,"ROB","Forereef","PACIFIC",3509,-160.229166666667,21.8541666666667,0.334448127314012
"2179","NII-01880","MHI","Niihau",2016,2016-07-29,21.982482,-160.116852,5.5,"ROB","Forereef","PACIFIC",3510,-160.104166666667,21.9791666666667,0
"2180","NII-01881","MHI","Niihau",2016,2016-07-29,21.954817,-160.175751,20.2,"ROB","Forereef","PACIFIC",3511,-160.1875,21.9375,1.0067114097338
"2181","OAH-00292","MHI","Oahu",2012,2012-09-12,21.55689809,-158.2666313,26.05,"PAV","Forereef","PACIFIC",3512,-158.270833333333,21.5625,1.95439732374879
"2182","OAH-00293","MHI","Oahu",2012,2012-09-12,21.41148733,-158.189743,12,"PAV","Forereef","PACIFIC",3513,-158.1875,21.3958333333333,7.18954239758213
"2183","OAH-00294","MHI","Oahu",2012,2012-09-12,21.55167432,-158.2542735,13.5,"PAV","Forereef","PACIFIC",3514,-158.270833333333,21.5625,1.6891892224023
"2184","OAH-00297","MHI","Oahu",2012,2012-09-01,21.39301185,-158.1704389,12.7,"PAV","Forereef","PACIFIC",3515,-158.1875,21.3958333333333,1.71232870097579
"2185","OAH-00298","MHI","Oahu",2012,2012-09-12,21.53313615,-158.2318105,9.65,"PAV","Forereef","PACIFIC",3516,-158.229166666667,21.5208333333333,1.34680131449172
"2186","OAH-00299","MHI","Oahu",2012,2012-09-01,21.49311021,-158.2328563,5.85,"PSC","Forereef","PACIFIC",3517,-158.229166666667,21.4791666666667,3.03030303030303
"2187","OAH-00300","MHI","Oahu",2012,2012-09-12,21.45011172,-158.2004,4.6,"MIX","Forereef","PACIFIC",3518,-158.1875,21.4375,0
"2188","OAH-00302","MHI","Oahu",2012,2012-09-01,21.43884125,-158.1938461,6.55,"MIX","Forereef","PACIFIC",3519,-158.1875,21.4375,5.7046979271204
"2189","OAH-00303","MHI","Oahu",2012,2012-09-12,21.49505046,-158.2324244,4.25,"MIX","Forereef","PACIFIC",3520,-158.229166666667,21.4791666666667,0.335570436016396
"2190","OAH-00304","MHI","Oahu",2012,2012-09-01,21.45862279,-158.2159368,5.25,"PAV","Forereef","PACIFIC",3521,-158.229166666667,21.4791666666667,0.334448127314012
"2191","OAH-00306","MHI","Oahu",2012,2012-09-02,21.58329036,-158.2639148,19.75,"AGR","Forereef","PACIFIC",3522,-158.270833333333,21.5625,36.3013698411991
"2192","OAH-00307","MHI","Oahu",2012,2012-09-02,21.59064673,-158.2265359,23.35,"AGR","Forereef","PACIFIC",3523,-158.229166666667,21.6041666666667,30.1694914678541
"2193","OAH-00310","MHI","Oahu",2012,2012-09-02,21.65296199,-158.0633833,10.1,"AGR","Forereef","PACIFIC",3524,-158.0625,21.6458333333333,11.3636363956612
"2194","OAH-00311","MHI","Oahu",2012,2012-09-02,21.58391623,-158.2286423,7.9,"PAV","Forereef","PACIFIC",3525,-158.229166666667,21.6041666666667,0.671140972703932
"2195","OAH-00312","MHI","Oahu",2012,2012-09-02,21.593354,-158.1283289,7.2,"MIX","Forereef","PACIFIC",3526,-158.145833333333,21.6041666666667,7.09459450522736
"2196","OAH-00315","MHI","Oahu",2012,2012-09-02,21.70447876,-158.0233891,23.4,"MIX","Forereef","PACIFIC",3527,-158.020833333333,21.6875,1.01010101010101
"2197","OAH-00319","MHI","Oahu",2012,2012-09-02,21.69453808,-158.0267385,5,"MIX","Forereef","PACIFIC",3528,-158.020833333333,21.6875,15.0470219435737
"2198","OAH-00347","MHI","Oahu",2012,2012-09-12,21.37621795,-158.1542264,26.45,"PAV","Forereef","PACIFIC",3529,-158.145833333333,21.3958333333333,4
"2199","OAH-00348","MHI","Oahu",2012,2012-09-01,21.41171607,-158.1941595,17.65,"PAV","Forereef","PACIFIC",3530,-158.1875,21.3958333333333,4.72972976191563
"2200","OAH-00349","MHI","Oahu",2012,2012-09-12,21.3949391,-158.1851884,14.7,"PAV","Forereef","PACIFIC",3531,-158.1875,21.3958333333333,1.3377926095905
"2201","OAH-00352","MHI","Oahu",2012,2012-09-12,21.41249701,-158.1892755,10.95,"PAV","Forereef","PACIFIC",3532,-158.1875,21.3958333333333,14.6258503061224
"2202","OAH-00353","MHI","Oahu",2012,2012-09-12,21.37233587,-158.1435173,6.5,"AGR","Forereef","PACIFIC",3533,-158.145833333333,21.3541666666667,5.37974683544304
"2203","OAH-00356","MHI","Oahu",2012,2012-09-12,21.46023999,-158.2174664,5.3,"PSC","Forereef","PACIFIC",3534,-158.229166666667,21.4791666666667,0.668896254628024
"2204","OAH-00357","MHI","Oahu",2012,2012-09-12,21.37500543,-158.1447834,5.5,"MIX","Forereef","PACIFIC",3535,-158.145833333333,21.3958333333333,4.43686003715827
"2205","OAH-00362","MHI","Oahu",2012,2012-09-12,21.57182224,-158.2912733,24.35,"AGR","Forereef","PACIFIC",3536,-158.270833333333,21.5625,20.8754207869945
"2206","OAH-00364","MHI","Oahu",2012,2012-09-02,21.59457407,-158.2206108,25.85,"MIX","Forereef","PACIFIC",3537,-158.229166666667,21.6041666666667,30.9278351227548
"2207","OAH-00365","MHI","Oahu",2012,2012-09-02,21.61497588,-158.1078031,20.8,"MIX","Forereef","PACIFIC",3538,-158.104166666667,21.6041666666667,5.99369085173502
"2208","OAH-00367","MHI","Oahu",2012,2012-09-02,21.58794391,-158.1713499,7.35,"PSC","Forereef","PACIFIC",3539,-158.1875,21.6041666666667,9.50819670898146
"2209","OAH-00369","MHI","Oahu",2012,2012-09-02,21.65986742,-158.0595847,6.15,"PAV","Forereef","PACIFIC",3540,-158.0625,21.6458333333333,1.01694915185292
"2210","OAH-00372","MHI","Oahu",2012,2012-09-02,21.58349395,-158.1673069,3.8,"PAV","Forereef","PACIFIC",3541,-158.1875,21.6041666666667,9.06040268760416
"2211","OAH-00375","MHI","Oahu",2012,2012-09-02,21.6681562,-158.0492991,2.9,"PSC","Forereef","PACIFIC",3542,-158.0625,21.6875,0
"2212","OAH-00382","MHI","Oahu",2013,2013-10-24,21.39029687,-157.6873922,19.2,"PAV","Forereef","PACIFIC",3543,-157.6875,21.3958333333333,6.59722209707755
"2213","OAH-00384","MHI","Oahu",2013,2013-10-24,21.44367635,-157.7198582,23.6,"PAV","Forereef","PACIFIC",3544,-157.729166666667,21.4375,11.9047619387755
"2214","OAH-00386","MHI","Oahu",2013,2013-10-25,21.32102044,-157.6519647,26.65,"RRB","Forereef","PACIFIC",3545,-157.645833333333,21.3125,1.01351337234067
"2215","OAH-00392","MHI","Oahu",2013,2013-10-25,21.36150956,-157.6829169,11.75,"PSC","Forereef","PACIFIC",3546,-157.6875,21.3541666666667,27.36486485562
"2216","OAH-00400","MHI","Oahu",2013,2013-10-25,21.35173978,-157.6799119,10.55,"AGR","Forereef","PACIFIC",3547,-157.6875,21.3541666666667,29.5532646391753
"2217","OAH-00401","MHI","Oahu",2013,2013-10-24,21.40004964,-157.7027804,12.65,"AGR","Forereef","PACIFIC",3548,-157.6875,21.3958333333333,39.3442622434292
"2218","OAH-00403","MHI","Oahu",2013,2013-10-24,21.43421645,-157.7183111,15.8,"PAV","Forereef","PACIFIC",3549,-157.729166666667,21.4375,17.5084174747475
"2219","OAH-00406","MHI","Oahu",2013,2013-10-25,21.28141478,-157.6705246,10.9,"AGR","Forereef","PACIFIC",3550,-157.6875,21.2708333333333,16.0409556600543
"2220","OAH-00414","MHI","Oahu",2013,2013-10-25,21.33209344,-157.661276,16.35,"PAV","Forereef","PACIFIC",3551,-157.645833333333,21.3125,3.57142857502319
"2221","OAH-00417","MHI","Oahu",2013,2013-10-24,21.46424965,-157.7434042,25.75,"PAV","Forereef","PACIFIC",3552,-157.729166666667,21.4791666666667,6.57894736707929
"2222","OAH-00418","MHI","Oahu",2013,2013-10-24,21.41810711,-157.7379201,3.85,"PAV","Forereef","PACIFIC",3553,-157.729166666667,21.4375,0.336700303370404
"2223","OAH-00419","MHI","Oahu",2013,2013-10-31,21.68878365,-157.9254828,25.85,"PSC","Forereef","PACIFIC",3554,-157.9375,21.6875,1.63398690393652
"2224","OAH-00423","MHI","Oahu",2013,2013-10-31,21.70443744,-157.9408378,26.5,"PAV","Forereef","PACIFIC",3555,-157.9375,21.6875,0
"2225","OAH-00429","MHI","Oahu",2013,2013-10-31,21.61848723,-157.8959795,12.15,"PAV","Forereef","PACIFIC",3556,-157.895833333333,21.6041666666667,2.95081956615963
"2226","OAH-00430","MHI","Oahu",2012,2012-09-02,21.58856995,-158.1383699,2.7,"PAV","Forereef","PACIFIC",3557,-158.145833333333,21.6041666666667,6.29370619761358
"2227","OAH-00435","MHI","Oahu",2013,2013-10-25,21.37308011,-157.7001587,3.85,"SCR","Forereef","PACIFIC",3558,-157.6875,21.3541666666667,0.671140950069817
"2228","OAH-00437","MHI","Oahu",2013,2013-10-24,21.41352925,-157.7268286,6.05,"PSC","Forereef","PACIFIC",3559,-157.729166666667,21.3958333333333,24.2424242669115
"2229","OAH-00438","MHI","Oahu",2013,2013-10-21,21.56155642,-157.8366796,11.15,"AGR","Forereef","PACIFIC",3560,-157.854166666667,21.5625,5.01672231104798
"2230","OAH-00439","MHI","Oahu",2013,2013-10-25,21.36064405,-157.7012019,4.9,"AGR","Forereef","PACIFIC",3561,-157.6875,21.3541666666667,3.38345862801741
"2231","OAH-00445","MHI","Oahu",2013,2013-10-21,21.5831814,-157.8646827,7.8,"PAV","Forereef","PACIFIC",3562,-157.854166666667,21.5625,2.31023100858304
"2232","OAH-00447","MHI","Oahu",2013,2013-10-31,21.68333433,-157.9296199,13.2,"PAV","Forereef","PACIFIC",3563,-157.9375,21.6875,0
"2233","OAH-00449","MHI","Oahu",2013,2013-10-31,21.63889557,-157.9076113,9.4,"AGR","Forereef","PACIFIC",3564,-157.895833333333,21.6458333333333,9.70873781440286
"2234","OAH-00450","MHI","Oahu",2013,2013-10-25,21.34287693,-157.6842768,3,"PSC","Forereef","PACIFIC",3565,-157.6875,21.3541666666667,0
"2235","OAH-00451","MHI","Oahu",2013,2013-10-21,21.60800256,-157.8831525,21.1,"PAV","Forereef","PACIFIC",3566,-157.895833333333,21.6041666666667,24.125874213898
"2236","OAH-00453","MHI","Oahu",2013,2013-10-21,21.52123804,-157.8092978,25.4,"AGR","Forereef","PACIFIC",3567,-157.8125,21.5208333333333,6.93069312805934
"2237","OAH-00458","MHI","Oahu",2013,2013-10-31,21.62610286,-157.9063811,10,"PPR","Forereef","PACIFIC",3568,-157.895833333333,21.6458333333333,8.49673195264642
"2238","OAH-00460","MHI","Oahu",2012,2012-09-13,21.28657702,-158.1138,26.5,"SCR","Forereef","PACIFIC",3569,-158.104166666667,21.2708333333333,0.327868806471379
"2239","OAH-00461","MHI","Oahu",2012,2012-09-13,21.28592566,-158.100479,6.5,"PAV","Forereef","PACIFIC",3570,-158.104166666667,21.2708333333333,0.920245390389175
"2240","OAH-00462","MHI","Oahu",2013,2013-10-24,21.46609769,-157.7642707,11.85,"AGR","Forereef","PACIFIC",3571,-157.770833333333,21.4791666666667,26.6891892206903
"2241","OAH-00466","MHI","Oahu",2013,2013-10-24,21.4748686,-157.7833199,9.15,"AGR","Forereef","PACIFIC",3572,-157.770833333333,21.4791666666667,33.2225912745334
"2242","OAH-00469","MHI","Oahu",2012,2012-09-13,21.28963893,-158.0893042,5,"PAV","Forereef","PACIFIC",3573,-158.104166666667,21.2708333333333,0
"2243","OAH-00474","MHI","Oahu",2013,2013-10-31,21.63492573,-157.9129927,4.8,"AGR","Forereef","PACIFIC",3574,-157.895833333333,21.6458333333333,5.80204771727102
"2244","OAH-00491","MHI","Oahu",2013,2013-10-31,21.65244827,-157.9171315,5.45,"PAV","Forereef","PACIFIC",3575,-157.9375,21.6458333333333,0.666666676311111
"2245","OAH-00492","MHI","Oahu",2013,2013-10-21,21.58095449,-157.8742996,3.7,"AGR","Forereef","PACIFIC",3576,-157.854166666667,21.5625,11.945392431362
"2246","OAH-00495","MHI","Oahu",2013,2013-10-24,21.47225076,-157.7898415,4.45,"PSC","Forereef","PACIFIC",3577,-157.770833333333,21.4791666666667,3.90879474452779
"2247","OAH-00504","MHI","Oahu",2013,2013-08-18,21.62143389,-158.1006461,23.9,"APS","Forereef","PACIFIC",3578,-158.104166666667,21.6041666666667,19.2182409703127
"2248","OAH-00508","MHI","Oahu",2013,2013-08-18,21.68698414,-158.048895,23.4,"MIX","Forereef","PACIFIC",3579,-158.0625,21.6875,6.15384609760947
"2249","OAH-00511","MHI","Oahu",2013,2013-08-18,21.59315201,-158.1579677,23.9,"AGR","Forereef","PACIFIC",3580,-158.145833333333,21.6041666666667,45.1104100946372
"2250","OAH-00515","MHI","Oahu",2013,2013-08-18,21.59450753,-158.1494167,27.35,"AGR","Forereef","PACIFIC",3581,-158.145833333333,21.6041666666667,28.4810126582278
"2251","OAH-00522","MHI","Oahu",2013,2013-08-18,21.66921283,-158.0621359,11.1,"PAV","Forereef","PACIFIC",3582,-158.0625,21.6875,2.22222229096296
"2252","OAH-00523","MHI","Oahu",2013,2013-08-18,21.58317234,-158.1621239,3.9,"AGR","Forereef","PACIFIC",3583,-158.145833333333,21.5625,2.95081966479979
"2253","OAH-00524","MHI","Oahu",2013,2013-08-18,21.69970376,-158.0291538,14.2,"PAV","Forereef","PACIFIC",3584,-158.020833333333,21.6875,4.04040404040404
"2254","OAH-00532","MHI","Oahu",2013,2013-08-18,21.60149083,-158.1175853,9.4,"MIX","Forereef","PACIFIC",3585,-158.104166666667,21.6041666666667,4.71976396594182
"2255","OAH-00537","MHI","Oahu",2013,2013-08-18,21.61841389,-158.0985458,8.65,"PAV","Forereef","PACIFIC",3586,-158.104166666667,21.6041666666667,8.20668686423813
"2256","OAH-00549","MHI","Oahu",2013,2013-08-18,21.59094949,-158.1215031,3.45,"PAV","Forereef","PACIFIC",3587,-158.104166666667,21.6041666666667,4.70219435736677
"2257","OAH-00554","MHI","Oahu",2013,2013-08-18,21.67846134,-158.0415207,3.15,"MIX","Forereef","PACIFIC",3588,-158.020833333333,21.6875,2.62295075935501
"2258","OAH-00558","MHI","Oahu",2013,2013-08-18,21.59508353,-158.1104733,4.05,"AGR","Forereef","PACIFIC",3589,-158.104166666667,21.6041666666667,17.7215189873418
"2259","OAH-00569","MHI","Oahu",2013,2013-09-18,21.33591517,-158.1423347,26.85,"RRB","Forereef","PACIFIC",3590,-158.145833333333,21.3541666666667,1.62337659919464
"2260","OAH-00572","MHI","Oahu",2013,2013-09-18,21.37051994,-158.1458163,12.55,"PAV","Forereef","PACIFIC",3591,-158.145833333333,21.3541666666667,8.6092714592781
"2261","OAH-00578","MHI","Oahu",2013,2013-09-18,21.32364172,-158.1330644,11.6,"PAV","Forereef","PACIFIC",3592,-158.145833333333,21.3125,12.5423728389543
"2262","OAH-00585","MHI","Oahu",2013,2013-09-18,21.42258153,-158.1869048,6.95,"AGR","Forereef","PACIFIC",3593,-158.1875,21.4375,7.09459454895225
"2263","OAH-00586","MHI","Oahu",2013,2013-09-18,21.43641377,-158.1904031,5.95,"AGR","Forereef","PACIFIC",3594,-158.1875,21.4375,6.68693006040225
"2264","OAH-00587","MHI","Oahu",2013,2013-09-18,21.39664843,-158.1839613,12.55,"PAV","Forereef","PACIFIC",3595,-158.1875,21.3958333333333,1.36054428571429
"2265","OAH-00604","MHI","Oahu",2013,2013-09-18,21.41393535,-158.1815089,5.25,"PAV","Forereef","PACIFIC",3596,-158.1875,21.3958333333333,0.325732853303483
"2266","OAH-00605","MHI","Oahu",2013,2013-09-18,21.3304355,-158.1255859,4.6,"PAV","Forereef","PACIFIC",3597,-158.145833333333,21.3125,13.3986928621043
"2267","OAH-00620","MHI","Oahu",2013,2013-08-18,21.59008171,-158.1909914,9.2,"SAG","Forereef","PACIFIC",3598,-158.1875,21.6041666666667,2.22222222222222
"2268","OAH-00625","MHI","Oahu",2013,2013-08-18,21.58681545,-158.1765855,2.85,"PAV","Forereef","PACIFIC",3599,-158.1875,21.6041666666667,4.73186119873817
"2269","OAH-00629","MHI","Oahu",2013,2013-09-18,21.54116794,-158.2398734,11.85,"PAV","Forereef","PACIFIC",3600,-158.229166666667,21.5208333333333,0.335570436354218
"2270","OAH-00630","MHI","Oahu",2013,2013-09-18,21.43304014,-158.1875284,5.4,"AGR","Forereef","PACIFIC",3601,-158.1875,21.4375,9.27152321891584
"2271","OAH-00910","MHI","Oahu",2013,2013-09-18,21.50545978,-158.2393174,22.05,"PAV","Forereef","PACIFIC",3602,-158.229166666667,21.5208333333333,1.31147532885783
"2272","OAH-02016","MHI","Oahu",2015,2015-06-23,21.290614,-157.885344,9.6,"AGR","Forereef","PACIFIC",3603,-157.895833333333,21.2708333333333,16.1073825063511
"2273","OAH-02017","MHI","Oahu",2015,2015-06-23,21.27301376,-157.7404445,3.45,"PAV","Forereef","PACIFIC",3604,-157.729166666667,21.2708333333333,4.82758613626635
"2274","OAH-02023","MHI","Oahu",2015,2015-06-23,21.283204,-157.852796,5.45,"PAV","Forereef","PACIFIC",3605,-157.854166666667,21.2708333333333,9.36454847719824
"2275","OAH-02032","MHI","Oahu",2015,2015-06-23,21.259926,-157.768376,14.65,"PAV","Forereef","PACIFIC",3606,-157.770833333333,21.2708333333333,4.72972976191563
"2276","OAH-02034","MHI","Oahu",2015,2015-06-23,21.262502,-157.753272,15.7,"SCR","Forereef","PACIFIC",3607,-157.770833333333,21.2708333333333,0.32362455066453
"2277","OAH-02036","MHI","Oahu",2015,2015-06-23,21.27142204,-157.7366925,10.05,"PAV","Forereef","PACIFIC",3608,-157.729166666667,21.2708333333333,0
"2278","OAH-02043","MHI","Oahu",2015,2015-06-23,21.26627,-157.828731,5.5,"PSC","Forereef","PACIFIC",3609,-157.8125,21.2708333333333,0
"2279","OAH-02046","MHI","Oahu",2015,2015-06-23,21.265837,-157.83185,7.5,"PAV","Forereef","PACIFIC",3610,-157.8125,21.2708333333333,1.6666666
"2280","OAH-02055","MHI","Oahu",2015,2015-06-23,21.253034,-157.780555,16.15,"AGR","Forereef","PACIFIC",3611,-157.770833333333,21.2708333333333,2.05479452336273
"2281","OAH-02058","MHI","Oahu",2015,2015-06-23,21.26450923,-157.7178398,9.35,"PAV","Forereef","PACIFIC",3612,-157.729166666667,21.2708333333333,0.338983017064062
"2282","OAH-02059","MHI","Oahu",2015,2015-06-23,21.294595,-157.890851,5.9,"PAV","Forereef","PACIFIC",3613,-157.895833333333,21.3125,0
"2283","OAH-02060","MHI","Oahu",2015,2015-06-23,21.242949,-157.792696,23.15,"PAV","Forereef","PACIFIC",3614,-157.8125,21.2291666666667,1.57232704402516
"2284","OAH-02082","MHI","Oahu",2015,2015-06-23,21.24652569,-157.8060535,15.45,"PSC","Forereef","PACIFIC",3615,-157.8125,21.2291666666667,0.334448127314012
"2285","OAH-02083","MHI","Oahu",2015,2015-06-23,21.259788,-157.826136,4.45,"PSC","Forereef","PACIFIC",3616,-157.8125,21.2708333333333,0
"2286","OAH-02086","MHI","Oahu",2015,2015-06-23,21.26953,-157.755277,5.1,"PAV","Forereef","PACIFIC",3617,-157.770833333333,21.2708333333333,3.98671096345515
"2287","OAH-02092","MHI","Oahu",2015,2015-06-23,21.29360139,-157.8777619,6.7,"PSC","Forereef","PACIFIC",3618,-157.895833333333,21.3125,1.3377926095905
"2288","OAH-02111","MHI","Oahu",2015,2015-06-23,21.28190939,-157.8608213,27.45,"PAV","Forereef","PACIFIC",3619,-157.854166666667,21.2708333333333,0
"2289","OAH-02113","MHI","Oahu",2015,2015-06-23,21.26937434,-157.8422984,19.65,"PAV","Forereef","PACIFIC",3620,-157.854166666667,21.2708333333333,0.671140973379578
