"","n_cells_null","n_cells_sum","scale","null_percentage"
"11403",12,85,"Region",14.1176470588235
"11404",13,85,"Region",15.2941176470588
"11405",15,85,"Region",17.6470588235294
"11406",13,85,"Region",15.2941176470588
"11407",14,85,"Region",16.4705882352941
"11408",15,85,"Region",17.6470588235294
"11409",12,85,"Region",14.1176470588235
"11410",15,85,"Region",17.6470588235294
"11411",11,85,"Region",12.9411764705882
"11412",8,85,"Region",9.41176470588235
"11413",13,85,"Region",15.2941176470588
"11414",13,85,"Region",15.2941176470588
"11415",12,85,"Region",14.1176470588235
"11416",11,85,"Region",12.9411764705882
"11417",15,85,"Region",17.6470588235294
"11418",11,85,"Region",12.9411764705882
"11419",7,85,"Region",8.23529411764706
"11420",16,85,"Region",18.8235294117647
"11421",12,85,"Region",14.1176470588235
"11422",11,85,"Region",12.9411764705882
"11423",12,85,"Region",14.1176470588235
"11424",15,85,"Region",17.6470588235294
"11425",13,85,"Region",15.2941176470588
"11426",15,85,"Region",17.6470588235294
"11427",12,85,"Region",14.1176470588235
"11428",7,85,"Region",8.23529411764706
"11429",12,85,"Region",14.1176470588235
"11430",11,85,"Region",12.9411764705882
"11431",10,85,"Region",11.7647058823529
"11432",19,85,"Region",22.3529411764706
"11433",13,85,"Region",15.2941176470588
"11434",15,85,"Region",17.6470588235294
"11435",13,85,"Region",15.2941176470588
"11436",8,85,"Region",9.41176470588235
"11437",12,85,"Region",14.1176470588235
"11438",17,85,"Region",20
"11439",10,85,"Region",11.7647058823529
"11440",11,85,"Region",12.9411764705882
"11441",13,85,"Region",15.2941176470588
"11442",12,85,"Region",14.1176470588235
"11443",11,85,"Region",12.9411764705882
"11444",14,85,"Region",16.4705882352941
"11445",14,85,"Region",16.4705882352941
"11446",11,85,"Region",12.9411764705882
"11447",14,85,"Region",16.4705882352941
"11448",13,85,"Region",15.2941176470588
"11449",19,85,"Region",22.3529411764706
"11450",14,85,"Region",16.4705882352941
"11451",12,85,"Region",14.1176470588235
"11452",10,85,"Region",11.7647058823529
"11453",9,85,"Region",10.5882352941176
"11454",13,85,"Region",15.2941176470588
"11455",16,85,"Region",18.8235294117647
"11456",16,85,"Region",18.8235294117647
"11457",15,85,"Region",17.6470588235294
"11458",17,85,"Region",20
"11459",14,85,"Region",16.4705882352941
"11460",8,85,"Region",9.41176470588235
"11461",16,85,"Region",18.8235294117647
"11462",11,85,"Region",12.9411764705882
"11463",12,85,"Region",14.1176470588235
"11464",13,85,"Region",15.2941176470588
"11465",17,85,"Region",20
"11466",12,85,"Region",14.1176470588235
"11467",16,85,"Region",18.8235294117647
"11468",13,85,"Region",15.2941176470588
"11469",10,85,"Region",11.7647058823529
"11470",11,85,"Region",12.9411764705882
"11471",11,85,"Region",12.9411764705882
"11472",14,85,"Region",16.4705882352941
"11473",10,85,"Region",11.7647058823529
"11474",11,85,"Region",12.9411764705882
"11475",7,85,"Region",8.23529411764706
"11476",9,85,"Region",10.5882352941176
"11477",14,85,"Region",16.4705882352941
"11478",8,85,"Region",9.41176470588235
"11479",15,85,"Region",17.6470588235294
"11480",5,85,"Region",5.88235294117647
"11481",10,85,"Region",11.7647058823529
"11482",11,85,"Region",12.9411764705882
"11483",17,85,"Region",20
"11484",10,85,"Region",11.7647058823529
"11485",10,85,"Region",11.7647058823529
"11486",13,85,"Region",15.2941176470588
"11487",11,85,"Region",12.9411764705882
"11488",13,85,"Region",15.2941176470588
"11489",9,85,"Region",10.5882352941176
"11490",15,85,"Region",17.6470588235294
"11491",15,85,"Region",17.6470588235294
"11492",14,85,"Region",16.4705882352941
"11493",11,85,"Region",12.9411764705882
"11494",12,85,"Region",14.1176470588235
"11495",9,85,"Region",10.5882352941176
"11496",11,85,"Region",12.9411764705882
"11497",14,85,"Region",16.4705882352941
"11498",20,85,"Region",23.5294117647059
"11499",13,85,"Region",15.2941176470588
"11500",12,85,"Region",14.1176470588235
"11501",13,85,"Region",15.2941176470588
"11502",12,85,"Region",14.1176470588235
"11503",11,85,"Region",12.9411764705882
"11504",14,85,"Region",16.4705882352941
"11505",16,85,"Region",18.8235294117647
"11506",12,85,"Region",14.1176470588235
"11507",10,85,"Region",11.7647058823529
"11508",13,85,"Region",15.2941176470588
"11509",14,85,"Region",16.4705882352941
"11510",11,85,"Region",12.9411764705882
"11511",15,85,"Region",17.6470588235294
"11512",16,85,"Region",18.8235294117647
"11513",17,85,"Region",20
"11514",14,85,"Region",16.4705882352941
"11515",8,85,"Region",9.41176470588235
"11516",10,85,"Region",11.7647058823529
"11517",15,85,"Region",17.6470588235294
"11518",12,85,"Region",14.1176470588235
"11519",12,85,"Region",14.1176470588235
"11520",14,85,"Region",16.4705882352941
"11521",15,85,"Region",17.6470588235294
"11522",11,85,"Region",12.9411764705882
"11523",12,85,"Region",14.1176470588235
"11524",11,85,"Region",12.9411764705882
"11525",13,85,"Region",15.2941176470588
"11526",13,85,"Region",15.2941176470588
"11527",14,85,"Region",16.4705882352941
"11528",15,85,"Region",17.6470588235294
"11529",11,85,"Region",12.9411764705882
"11530",10,85,"Region",11.7647058823529
"11531",8,85,"Region",9.41176470588235
"11532",14,85,"Region",16.4705882352941
"11533",11,85,"Region",12.9411764705882
"11534",8,85,"Region",9.41176470588235
"11535",10,85,"Region",11.7647058823529
"11536",11,85,"Region",12.9411764705882
"11537",11,85,"Region",12.9411764705882
"11538",15,85,"Region",17.6470588235294
"11539",14,85,"Region",16.4705882352941
"11540",13,85,"Region",15.2941176470588
"11541",14,85,"Region",16.4705882352941
"11542",20,85,"Region",23.5294117647059
"11543",9,85,"Region",10.5882352941176
"11544",11,85,"Region",12.9411764705882
"11545",16,85,"Region",18.8235294117647
"11546",10,85,"Region",11.7647058823529
"11547",10,85,"Region",11.7647058823529
"11548",11,85,"Region",12.9411764705882
"11549",10,85,"Region",11.7647058823529
"11550",12,85,"Region",14.1176470588235
"11551",16,85,"Region",18.8235294117647
"11552",9,85,"Region",10.5882352941176
"11553",11,85,"Region",12.9411764705882
"11554",14,85,"Region",16.4705882352941
"11555",14,85,"Region",16.4705882352941
"11556",13,85,"Region",15.2941176470588
"11557",15,85,"Region",17.6470588235294
"11558",12,85,"Region",14.1176470588235
"11559",16,85,"Region",18.8235294117647
"11560",14,85,"Region",16.4705882352941
"11561",9,85,"Region",10.5882352941176
"11562",16,85,"Region",18.8235294117647
"11563",18,85,"Region",21.1764705882353
"11564",12,85,"Region",14.1176470588235
"11565",9,85,"Region",10.5882352941176
"11566",13,85,"Region",15.2941176470588
"11567",10,85,"Region",11.7647058823529
"11568",16,85,"Region",18.8235294117647
"11569",14,85,"Region",16.4705882352941
"11570",18,85,"Region",21.1764705882353
"11571",15,85,"Region",17.6470588235294
"11572",12,85,"Region",14.1176470588235
"11573",14,85,"Region",16.4705882352941
"11574",16,85,"Region",18.8235294117647
"11575",17,85,"Region",20
"11576",10,85,"Region",11.7647058823529
"11577",17,85,"Region",20
"11578",9,85,"Region",10.5882352941176
"11579",9,85,"Region",10.5882352941176
"11580",12,85,"Region",14.1176470588235
"11581",10,85,"Region",11.7647058823529
"11582",10,85,"Region",11.7647058823529
"11583",9,85,"Region",10.5882352941176
"11584",11,85,"Region",12.9411764705882
"11585",11,85,"Region",12.9411764705882
"11586",13,85,"Region",15.2941176470588
"11587",10,85,"Region",11.7647058823529
"11588",12,85,"Region",14.1176470588235
"11589",16,85,"Region",18.8235294117647
"11590",8,85,"Region",9.41176470588235
"11591",8,85,"Region",9.41176470588235
"11592",8,85,"Region",9.41176470588235
"11593",16,85,"Region",18.8235294117647
"11594",15,85,"Region",17.6470588235294
"11595",14,85,"Region",16.4705882352941
"11596",10,85,"Region",11.7647058823529
"11597",15,85,"Region",17.6470588235294
"11598",13,85,"Region",15.2941176470588
"11599",10,85,"Region",11.7647058823529
"11600",14,85,"Region",16.4705882352941
"11601",8,85,"Region",9.41176470588235
"11602",15,85,"Region",17.6470588235294
"11603",18,85,"Region",21.1764705882353
"11604",11,85,"Region",12.9411764705882
"11605",18,85,"Region",21.1764705882353
"11606",14,85,"Region",16.4705882352941
"11607",12,85,"Region",14.1176470588235
"11608",15,85,"Region",17.6470588235294
"11609",9,85,"Region",10.5882352941176
"11610",14,85,"Region",16.4705882352941
"11611",7,85,"Region",8.23529411764706
"11612",12,85,"Region",14.1176470588235
"11613",10,85,"Region",11.7647058823529
"11614",11,85,"Region",12.9411764705882
"11615",14,85,"Region",16.4705882352941
"11616",16,85,"Region",18.8235294117647
"11617",11,85,"Region",12.9411764705882
"11618",14,85,"Region",16.4705882352941
"11619",11,85,"Region",12.9411764705882
"11620",10,85,"Region",11.7647058823529
"11621",10,85,"Region",11.7647058823529
"11622",18,85,"Region",21.1764705882353
"11623",14,85,"Region",16.4705882352941
"11624",14,85,"Region",16.4705882352941
"11625",13,85,"Region",15.2941176470588
"11626",16,85,"Region",18.8235294117647
"11627",15,85,"Region",17.6470588235294
"11628",15,85,"Region",17.6470588235294
"11629",14,85,"Region",16.4705882352941
"11630",16,85,"Region",18.8235294117647
"11631",11,85,"Region",12.9411764705882
"11632",6,85,"Region",7.05882352941176
"11633",15,85,"Region",17.6470588235294
"11634",12,85,"Region",14.1176470588235
"11635",14,85,"Region",16.4705882352941
"11636",17,85,"Region",20
"11637",12,85,"Region",14.1176470588235
"11638",13,85,"Region",15.2941176470588
"11639",13,85,"Region",15.2941176470588
"11640",14,85,"Region",16.4705882352941
"11641",8,85,"Region",9.41176470588235
"11642",15,85,"Region",17.6470588235294
"11643",11,85,"Region",12.9411764705882
"11644",10,85,"Region",11.7647058823529
"11645",10,85,"Region",11.7647058823529
"11646",10,85,"Region",11.7647058823529
"11647",11,85,"Region",12.9411764705882
"11648",7,85,"Region",8.23529411764706
"11649",12,85,"Region",14.1176470588235
"11650",8,85,"Region",9.41176470588235
"11651",13,85,"Region",15.2941176470588
"11652",10,85,"Region",11.7647058823529
"11653",16,85,"Region",18.8235294117647
"11654",21,85,"Region",24.7058823529412
"11655",12,85,"Region",14.1176470588235
"11656",15,85,"Region",17.6470588235294
"11657",14,85,"Region",16.4705882352941
"11658",9,85,"Region",10.5882352941176
"11659",11,85,"Region",12.9411764705882
"11660",7,85,"Region",8.23529411764706
"11661",14,85,"Region",16.4705882352941
"11662",11,85,"Region",12.9411764705882
"11663",16,85,"Region",18.8235294117647
"11664",5,85,"Region",5.88235294117647
"11665",11,85,"Region",12.9411764705882
"11666",12,85,"Region",14.1176470588235
"11667",9,85,"Region",10.5882352941176
"11668",16,85,"Region",18.8235294117647
"11669",11,85,"Region",12.9411764705882
"11670",14,85,"Region",16.4705882352941
"11671",15,85,"Region",17.6470588235294
"11672",4,85,"Region",4.70588235294118
"11673",12,85,"Region",14.1176470588235
"11674",11,85,"Region",12.9411764705882
"11675",16,85,"Region",18.8235294117647
"11676",11,85,"Region",12.9411764705882
"11677",10,85,"Region",11.7647058823529
"11678",14,85,"Region",16.4705882352941
"11679",10,85,"Region",11.7647058823529
"11680",12,85,"Region",14.1176470588235
"11681",10,85,"Region",11.7647058823529
"11682",13,85,"Region",15.2941176470588
"11683",18,85,"Region",21.1764705882353
"11684",11,85,"Region",12.9411764705882
"11685",13,85,"Region",15.2941176470588
"11686",10,85,"Region",11.7647058823529
"11687",13,85,"Region",15.2941176470588
"11688",13,85,"Region",15.2941176470588
"11689",13,85,"Region",15.2941176470588
"11690",17,85,"Region",20
"11691",14,85,"Region",16.4705882352941
"11692",10,85,"Region",11.7647058823529
"11693",11,85,"Region",12.9411764705882
"11694",7,85,"Region",8.23529411764706
"11695",12,85,"Region",14.1176470588235
"11696",13,85,"Region",15.2941176470588
"11697",14,85,"Region",16.4705882352941
"11698",14,85,"Region",16.4705882352941
"11699",11,85,"Region",12.9411764705882
"11700",15,85,"Region",17.6470588235294
"11701",14,85,"Region",16.4705882352941
"11702",10,85,"Region",11.7647058823529
"11703",7,85,"Region",8.23529411764706
"11704",12,85,"Region",14.1176470588235
"11705",14,85,"Region",16.4705882352941
"11706",10,85,"Region",11.7647058823529
"11707",12,85,"Region",14.1176470588235
"11708",13,85,"Region",15.2941176470588
"11709",9,85,"Region",10.5882352941176
"11710",11,85,"Region",12.9411764705882
"11711",13,85,"Region",15.2941176470588
"11712",15,85,"Region",17.6470588235294
"11713",15,85,"Region",17.6470588235294
"11714",12,85,"Region",14.1176470588235
"11715",10,85,"Region",11.7647058823529
"11716",8,85,"Region",9.41176470588235
"11717",14,85,"Region",16.4705882352941
"11718",10,85,"Region",11.7647058823529
"11719",7,85,"Region",8.23529411764706
"11720",9,85,"Region",10.5882352941176
"11721",21,85,"Region",24.7058823529412
"11722",10,85,"Region",11.7647058823529
"11723",15,85,"Region",17.6470588235294
"11724",13,85,"Region",15.2941176470588
"11725",8,85,"Region",9.41176470588235
"11726",7,85,"Region",8.23529411764706
"11727",9,85,"Region",10.5882352941176
"11728",15,85,"Region",17.6470588235294
"11729",8,85,"Region",9.41176470588235
"11730",10,85,"Region",11.7647058823529
"11731",10,85,"Region",11.7647058823529
"11732",11,85,"Region",12.9411764705882
"11733",16,85,"Region",18.8235294117647
"11734",9,85,"Region",10.5882352941176
"11735",11,85,"Region",12.9411764705882
"11736",15,85,"Region",17.6470588235294
"11737",13,85,"Region",15.2941176470588
"11738",9,85,"Region",10.5882352941176
"11739",12,85,"Region",14.1176470588235
"11740",10,85,"Region",11.7647058823529
"11741",16,85,"Region",18.8235294117647
"11742",9,85,"Region",10.5882352941176
"11743",12,85,"Region",14.1176470588235
"11744",16,85,"Region",18.8235294117647
"11745",11,85,"Region",12.9411764705882
"11746",12,85,"Region",14.1176470588235
"11747",16,85,"Region",18.8235294117647
"11748",11,85,"Region",12.9411764705882
"11749",13,85,"Region",15.2941176470588
"11750",12,85,"Region",14.1176470588235
"11751",19,85,"Region",22.3529411764706
"11752",13,85,"Region",15.2941176470588
"11753",13,85,"Region",15.2941176470588
"11754",21,85,"Region",24.7058823529412
"11755",12,85,"Region",14.1176470588235
"11756",13,85,"Region",15.2941176470588
"11757",8,85,"Region",9.41176470588235
"11758",9,85,"Region",10.5882352941176
"11759",14,85,"Region",16.4705882352941
"11760",11,85,"Region",12.9411764705882
"11761",14,85,"Region",16.4705882352941
"11762",9,85,"Region",10.5882352941176
"11763",8,85,"Region",9.41176470588235
"11764",14,85,"Region",16.4705882352941
"11765",17,85,"Region",20
"11766",10,85,"Region",11.7647058823529
"11767",11,85,"Region",12.9411764705882
"11768",13,85,"Region",15.2941176470588
"11769",16,85,"Region",18.8235294117647
"11770",10,85,"Region",11.7647058823529
"11771",12,85,"Region",14.1176470588235
"11772",10,85,"Region",11.7647058823529
"11773",12,85,"Region",14.1176470588235
"11774",19,85,"Region",22.3529411764706
"11775",14,85,"Region",16.4705882352941
"11776",14,85,"Region",16.4705882352941
"11777",14,85,"Region",16.4705882352941
"11778",14,85,"Region",16.4705882352941
"11779",12,85,"Region",14.1176470588235
"11780",14,85,"Region",16.4705882352941
"11781",16,85,"Region",18.8235294117647
"11782",5,85,"Region",5.88235294117647
"11783",11,85,"Region",12.9411764705882
"11784",8,85,"Region",9.41176470588235
"11785",9,85,"Region",10.5882352941176
"11786",13,85,"Region",15.2941176470588
"11787",7,85,"Region",8.23529411764706
"11788",8,85,"Region",9.41176470588235
"11789",10,85,"Region",11.7647058823529
"11790",11,85,"Region",12.9411764705882
"11791",8,85,"Region",9.41176470588235
"11792",9,85,"Region",10.5882352941176
"11793",11,85,"Region",12.9411764705882
"11794",13,85,"Region",15.2941176470588
"11795",12,85,"Region",14.1176470588235
"11796",8,85,"Region",9.41176470588235
"11797",9,85,"Region",10.5882352941176
"11798",13,85,"Region",15.2941176470588
"11799",9,85,"Region",10.5882352941176
"11800",11,85,"Region",12.9411764705882
"11801",16,85,"Region",18.8235294117647
"11802",13,85,"Region",15.2941176470588
"11803",17,85,"Region",20
"11804",16,85,"Region",18.8235294117647
"11805",12,85,"Region",14.1176470588235
"11806",14,85,"Region",16.4705882352941
"11807",10,85,"Region",11.7647058823529
"11808",15,85,"Region",17.6470588235294
"11809",11,85,"Region",12.9411764705882
"11810",10,85,"Region",11.7647058823529
"11811",14,85,"Region",16.4705882352941
"11812",7,85,"Region",8.23529411764706
"11813",15,85,"Region",17.6470588235294
"11814",14,85,"Region",16.4705882352941
"11815",10,85,"Region",11.7647058823529
"11816",7,85,"Region",8.23529411764706
"11817",9,85,"Region",10.5882352941176
"11818",11,85,"Region",12.9411764705882
"11819",15,85,"Region",17.6470588235294
"11820",20,85,"Region",23.5294117647059
"11821",9,85,"Region",10.5882352941176
"11822",11,85,"Region",12.9411764705882
"11823",15,85,"Region",17.6470588235294
"11824",10,85,"Region",11.7647058823529
"11825",16,85,"Region",18.8235294117647
"11826",9,85,"Region",10.5882352941176
"11827",10,85,"Region",11.7647058823529
"11828",15,85,"Region",17.6470588235294
"11829",11,85,"Region",12.9411764705882
"11830",6,85,"Region",7.05882352941176
"11831",10,85,"Region",11.7647058823529
"11832",17,85,"Region",20
"11833",12,85,"Region",14.1176470588235
"11834",10,85,"Region",11.7647058823529
"11835",10,85,"Region",11.7647058823529
"11836",16,85,"Region",18.8235294117647
"11837",10,85,"Region",11.7647058823529
"11838",14,85,"Region",16.4705882352941
"11839",14,85,"Region",16.4705882352941
"11840",9,85,"Region",10.5882352941176
"11841",14,85,"Region",16.4705882352941
"11842",12,85,"Region",14.1176470588235
"11843",14,85,"Region",16.4705882352941
"11844",14,85,"Region",16.4705882352941
"11845",11,85,"Region",12.9411764705882
"11846",9,85,"Region",10.5882352941176
"11847",13,85,"Region",15.2941176470588
"11848",15,85,"Region",17.6470588235294
"11849",8,85,"Region",9.41176470588235
"11850",16,85,"Region",18.8235294117647
"11851",15,85,"Region",17.6470588235294
"11852",12,85,"Region",14.1176470588235
"11853",8,85,"Region",9.41176470588235
"11854",10,85,"Region",11.7647058823529
"11855",8,85,"Region",9.41176470588235
"11856",16,85,"Region",18.8235294117647
"11857",8,85,"Region",9.41176470588235
"11858",10,85,"Region",11.7647058823529
"11859",8,85,"Region",9.41176470588235
"11860",12,85,"Region",14.1176470588235
"11861",17,85,"Region",20
"11862",7,85,"Region",8.23529411764706
"11863",11,85,"Region",12.9411764705882
"11864",12,85,"Region",14.1176470588235
"11865",17,85,"Region",20
"11866",13,85,"Region",15.2941176470588
"11867",10,85,"Region",11.7647058823529
"11868",12,85,"Region",14.1176470588235
"11869",18,85,"Region",21.1764705882353
"11870",11,85,"Region",12.9411764705882
"11871",7,85,"Region",8.23529411764706
"11872",11,85,"Region",12.9411764705882
"11873",10,85,"Region",11.7647058823529
"11874",15,85,"Region",17.6470588235294
"11875",13,85,"Region",15.2941176470588
"11876",17,85,"Region",20
"11877",8,85,"Region",9.41176470588235
"11878",13,85,"Region",15.2941176470588
"11879",13,85,"Region",15.2941176470588
"11880",14,85,"Region",16.4705882352941
"11881",13,85,"Region",15.2941176470588
"11882",10,85,"Region",11.7647058823529
"11883",13,85,"Region",15.2941176470588
"11884",15,85,"Region",17.6470588235294
"11885",16,85,"Region",18.8235294117647
"11886",12,85,"Region",14.1176470588235
"11887",10,85,"Region",11.7647058823529
"11888",14,85,"Region",16.4705882352941
"11889",11,85,"Region",12.9411764705882
"11890",12,85,"Region",14.1176470588235
"11891",17,85,"Region",20
"11892",10,85,"Region",11.7647058823529
"11893",15,85,"Region",17.6470588235294
"11894",7,85,"Region",8.23529411764706
"11895",12,85,"Region",14.1176470588235
"11896",16,85,"Region",18.8235294117647
"11897",17,85,"Region",20
"11898",10,85,"Region",11.7647058823529
"11899",17,85,"Region",20
"11900",12,85,"Region",14.1176470588235
"11901",7,85,"Region",8.23529411764706
"11902",11,85,"Region",12.9411764705882
"11903",8,85,"Region",9.41176470588235
"11904",12,85,"Region",14.1176470588235
"11905",15,85,"Region",17.6470588235294
"11906",12,85,"Region",14.1176470588235
"11907",11,85,"Region",12.9411764705882
"11908",15,85,"Region",17.6470588235294
"11909",11,85,"Region",12.9411764705882
"11910",15,85,"Region",17.6470588235294
"11911",9,85,"Region",10.5882352941176
"11912",10,85,"Region",11.7647058823529
"11913",12,85,"Region",14.1176470588235
"11914",14,85,"Region",16.4705882352941
"11915",13,85,"Region",15.2941176470588
"11916",11,85,"Region",12.9411764705882
"11917",13,85,"Region",15.2941176470588
"11918",7,85,"Region",8.23529411764706
"11919",12,85,"Region",14.1176470588235
"11920",11,85,"Region",12.9411764705882
"11921",12,85,"Region",14.1176470588235
"11922",20,85,"Region",23.5294117647059
"11923",7,85,"Region",8.23529411764706
"11924",16,85,"Region",18.8235294117647
"11925",8,85,"Region",9.41176470588235
"11926",15,85,"Region",17.6470588235294
"11927",18,85,"Region",21.1764705882353
"11928",17,85,"Region",20
"11929",13,85,"Region",15.2941176470588
"11930",9,85,"Region",10.5882352941176
"11931",12,85,"Region",14.1176470588235
"11932",16,85,"Region",18.8235294117647
"11933",11,85,"Region",12.9411764705882
"11934",15,85,"Region",17.6470588235294
"11935",15,85,"Region",17.6470588235294
"11936",9,85,"Region",10.5882352941176
"11937",12,85,"Region",14.1176470588235
"11938",13,85,"Region",15.2941176470588
"11939",19,85,"Region",22.3529411764706
"11940",13,85,"Region",15.2941176470588
"11941",10,85,"Region",11.7647058823529
"11942",16,85,"Region",18.8235294117647
"11943",13,85,"Region",15.2941176470588
"11944",14,85,"Region",16.4705882352941
"11945",10,85,"Region",11.7647058823529
"11946",14,85,"Region",16.4705882352941
"11947",13,85,"Region",15.2941176470588
"11948",10,85,"Region",11.7647058823529
"11949",10,85,"Region",11.7647058823529
"11950",15,85,"Region",17.6470588235294
"11951",13,85,"Region",15.2941176470588
"11952",6,85,"Region",7.05882352941176
"11953",6,85,"Region",7.05882352941176
"11954",16,85,"Region",18.8235294117647
"11955",6,85,"Region",7.05882352941176
"11956",8,85,"Region",9.41176470588235
"11957",19,85,"Region",22.3529411764706
"11958",12,85,"Region",14.1176470588235
"11959",9,85,"Region",10.5882352941176
"11960",8,85,"Region",9.41176470588235
"11961",8,85,"Region",9.41176470588235
"11962",11,85,"Region",12.9411764705882
"11963",10,85,"Region",11.7647058823529
"11964",14,85,"Region",16.4705882352941
"11965",14,85,"Region",16.4705882352941
"11966",8,85,"Region",9.41176470588235
"11967",18,85,"Region",21.1764705882353
"11968",11,85,"Region",12.9411764705882
"11969",14,85,"Region",16.4705882352941
"11970",11,85,"Region",12.9411764705882
"11971",12,85,"Region",14.1176470588235
"11972",9,85,"Region",10.5882352941176
"11973",11,85,"Region",12.9411764705882
"11974",10,85,"Region",11.7647058823529
"11975",6,85,"Region",7.05882352941176
"11976",12,85,"Region",14.1176470588235
"11977",16,85,"Region",18.8235294117647
"11978",18,85,"Region",21.1764705882353
"11979",12,85,"Region",14.1176470588235
"11980",15,85,"Region",17.6470588235294
"11981",14,85,"Region",16.4705882352941
"11982",12,85,"Region",14.1176470588235
"11983",8,85,"Region",9.41176470588235
"11984",6,85,"Region",7.05882352941176
"11985",11,85,"Region",12.9411764705882
"11986",14,85,"Region",16.4705882352941
"11987",17,85,"Region",20
"11988",8,85,"Region",9.41176470588235
"11989",15,85,"Region",17.6470588235294
"11990",11,85,"Region",12.9411764705882
"11991",12,85,"Region",14.1176470588235
"11992",11,85,"Region",12.9411764705882
"11993",12,85,"Region",14.1176470588235
"11994",9,85,"Region",10.5882352941176
"11995",12,85,"Region",14.1176470588235
"11996",23,85,"Region",27.0588235294118
"11997",10,85,"Region",11.7647058823529
"11998",15,85,"Region",17.6470588235294
"11999",10,85,"Region",11.7647058823529
"12000",9,85,"Region",10.5882352941176
"12001",10,85,"Region",11.7647058823529
"12002",13,85,"Region",15.2941176470588
"12003",19,85,"Region",22.3529411764706
"12004",15,85,"Region",17.6470588235294
"12005",9,85,"Region",10.5882352941176
"12006",17,85,"Region",20
"12007",14,85,"Region",16.4705882352941
"12008",10,85,"Region",11.7647058823529
"12009",9,85,"Region",10.5882352941176
"12010",12,85,"Region",14.1176470588235
"12011",14,85,"Region",16.4705882352941
"12012",13,85,"Region",15.2941176470588
"12013",16,85,"Region",18.8235294117647
"12014",12,85,"Region",14.1176470588235
"12015",16,85,"Region",18.8235294117647
"12016",11,85,"Region",12.9411764705882
"12017",14,85,"Region",16.4705882352941
"12018",18,85,"Region",21.1764705882353
"12019",16,85,"Region",18.8235294117647
"12020",14,85,"Region",16.4705882352941
"12021",13,85,"Region",15.2941176470588
"12022",14,85,"Region",16.4705882352941
"12023",18,85,"Region",21.1764705882353
"12024",12,85,"Region",14.1176470588235
"12025",12,85,"Region",14.1176470588235
"12026",11,85,"Region",12.9411764705882
"12027",10,85,"Region",11.7647058823529
"12028",14,85,"Region",16.4705882352941
"12029",12,85,"Region",14.1176470588235
"12030",7,85,"Region",8.23529411764706
"12031",13,85,"Region",15.2941176470588
"12032",7,85,"Region",8.23529411764706
"12033",10,85,"Region",11.7647058823529
"12034",9,85,"Region",10.5882352941176
"12035",16,85,"Region",18.8235294117647
"12036",14,85,"Region",16.4705882352941
"12037",10,85,"Region",11.7647058823529
"12038",10,85,"Region",11.7647058823529
"12039",7,85,"Region",8.23529411764706
"12040",12,85,"Region",14.1176470588235
"12041",13,85,"Region",15.2941176470588
"12042",12,85,"Region",14.1176470588235
"12043",16,85,"Region",18.8235294117647
"12044",14,85,"Region",16.4705882352941
"12045",19,85,"Region",22.3529411764706
"12046",12,85,"Region",14.1176470588235
"12047",13,85,"Region",15.2941176470588
"12048",13,85,"Region",15.2941176470588
"12049",12,85,"Region",14.1176470588235
"12050",13,85,"Region",15.2941176470588
"12051",17,85,"Region",20
"12052",16,85,"Region",18.8235294117647
"12053",19,85,"Region",22.3529411764706
"12054",14,85,"Region",16.4705882352941
"12055",9,85,"Region",10.5882352941176
"12056",15,85,"Region",17.6470588235294
"12057",9,85,"Region",10.5882352941176
"12058",16,85,"Region",18.8235294117647
"12059",13,85,"Region",15.2941176470588
"12060",12,85,"Region",14.1176470588235
"12061",19,85,"Region",22.3529411764706
"12062",13,85,"Region",15.2941176470588
"12063",17,85,"Region",20
"12064",13,85,"Region",15.2941176470588
"12065",13,85,"Region",15.2941176470588
"12066",15,85,"Region",17.6470588235294
"12067",14,85,"Region",16.4705882352941
"12068",16,85,"Region",18.8235294117647
"12069",13,85,"Region",15.2941176470588
"12070",10,85,"Region",11.7647058823529
"12071",14,85,"Region",16.4705882352941
"12072",12,85,"Region",14.1176470588235
"12073",9,85,"Region",10.5882352941176
"12074",11,85,"Region",12.9411764705882
"12075",11,85,"Region",12.9411764705882
"12076",16,85,"Region",18.8235294117647
"12077",8,85,"Region",9.41176470588235
"12078",13,85,"Region",15.2941176470588
"12079",11,85,"Region",12.9411764705882
"12080",17,85,"Region",20
"12081",7,85,"Region",8.23529411764706
"12082",10,85,"Region",11.7647058823529
"12083",10,85,"Region",11.7647058823529
"12084",14,85,"Region",16.4705882352941
"12085",14,85,"Region",16.4705882352941
"12086",16,85,"Region",18.8235294117647
"12087",13,85,"Region",15.2941176470588
"12088",11,85,"Region",12.9411764705882
"12089",12,85,"Region",14.1176470588235
"12090",15,85,"Region",17.6470588235294
"12091",14,85,"Region",16.4705882352941
"12092",8,85,"Region",9.41176470588235
"12093",17,85,"Region",20
"12094",14,85,"Region",16.4705882352941
"12095",19,85,"Region",22.3529411764706
"12096",10,85,"Region",11.7647058823529
"12097",11,85,"Region",12.9411764705882
"12098",10,85,"Region",11.7647058823529
"12099",14,85,"Region",16.4705882352941
"12100",12,85,"Region",14.1176470588235
"12101",10,85,"Region",11.7647058823529
"12102",12,85,"Region",14.1176470588235
"12103",16,85,"Region",18.8235294117647
"12104",16,85,"Region",18.8235294117647
"12105",8,85,"Region",9.41176470588235
"12106",15,85,"Region",17.6470588235294
"12107",10,85,"Region",11.7647058823529
"12108",10,85,"Region",11.7647058823529
